station_id,lon,lat,true,pred,error,variance
59063,111.57,25.18,52.8903,42.77421501381411,-10.116084986185896,36.59800433812933
57978,112.55,25.27,51.8,42.77358599284294,-9.026414007157058,37.63284498649706
57969,111.31,25.28,50.6321,43.69976444028975,-6.932335559710253,37.14727283850553
57975,112.17,25.4,56.7816,45.4356697072376,-11.345930292762397,37.307496617804986
57976,112.94,25.41,55.4,42.56439109980326,-12.835608900196739,37.30729656546296
57965,111.6,25.53,52.6,45.13322142345818,-7.46677857654182,36.582818106203426
57985,113.69,25.56,53.2,38.07277148680068,-15.12722851319932,36.716001655555424
57974,112.37,25.58,44.5623,44.88478937382185,0.3224893738218526,35.82118642032285
57966,111.96,25.59,52.7,46.10906950203048,-6.590930497969524,36.81134434736729
57972,112.98,25.74,46.1373,46.46695959148188,0.32965959148187807,35.695837595139764
57973,112.72,25.75,50.9,43.855651212891445,-7.044348787108554,35.876700961139434
57971,112.21,25.91,51.1,45.38410931417408,-5.715890685825919,36.68546088118806
57962,111.65,25.96,50.9,46.59346695888892,-4.306533041111081,37.25663247480552
57981,113.22,25.97,54.2,48.27607447213209,-5.923925527867915,36.37847811582696
57889,113.94,26.08,36.1514,37.018759808570515,0.8673598085705123,37.021351919308394
57887,113.11,26.12,53.5,47.87409212385566,-5.625907876144339,36.38172024438635
57845,109.78,26.16,49.1,39.71403874278658,-9.385961257213424,37.73216765560605
57866,111.62,26.23,52.0,46.666871274746825,-5.333128725253175,37.14447643690957
57857,110.31,26.37,48.8,38.49345065185695,-10.306549348143044,36.946861460782145
57867,111.29,26.4,49.7,46.37521943956546,-3.32478056043454,37.479523684572555
57874,112.39,26.41,52.3,48.86215584312997,-3.437844156870028,35.55490978886482
57876,112.83,26.43,52.6,48.78432323087334,-3.815676769126661,36.188052832449735
57851,110.85,26.44,49.7,43.72818900260311,-5.971810997396894,37.91061088584414
57886,113.79,26.48,51.1,41.04845568026708,-10.051544319732919,35.84793293234368
57865,111.62,26.5,52.9886,45.50920863581855,-7.479391364181446,36.52002172926871
57868,111.86,26.55,49.7451,47.25832623761921,-2.4867737623807926,36.32811222082908
57841,109.67,26.56,52.1,42.369872036955734,-9.730127963044268,37.05220812290999
57846,110.14,26.59,48.9,39.56696658219326,-9.333033417806739,36.91163625767819
57881,113.26,26.71,56.3,49.855998223691444,-6.4440017763085535,35.87879135132821
57853,110.64,26.74,46.4,40.737628827217556,-5.662371172782443,36.869610183913714
57870,112.08,26.76,48.9,47.574243066897886,-1.325756933102113,35.96224728721829
57875,112.69,26.76,52.248,49.26627540161433,-2.981724598385668,35.74636399660489
57882,113.54,26.79,40.7357,46.76732650125398,6.031626501253982,35.54542872047309
57842,109.72,26.88,51.3,43.5318807744287,-7.768119225571297,36.98674074610892
57871,112.37,26.97,44.2491,48.48149501331944,4.23239501331944,36.02937151929076
57872,112.59,26.98,51.5,49.49328770823075,-2.0067122917692473,35.65428909832913
57860,111.29,27.0,49.5,41.93024502646171,-7.569754973538288,37.547799764693075
57758,110.61,27.03,46.5,40.01152525489905,-6.488474745100952,37.00958359094162
57778,112.98,27.05,51.9,50.10647693302097,-1.7935230669790272,36.116622756410344
57779,113.35,27.06,50.1,46.82227206767013,-3.2777279323298742,35.906946399748236
57767,111.03,27.11,44.6,40.997042498468744,-3.6029575015312574,37.5626425656661
57766,111.45,27.18,46.8137,41.86595328850145,-4.947746711498546,36.6094692270915
57754,109.84,27.21,40.3878,44.63162580316083,4.243825803160831,36.71689221016561
57769,111.74,27.24,46.1,43.23546921635414,-2.8645307836458613,36.59148055511415
57777,112.84,27.26,57.4765,51.039630479635065,-6.436869520364937,35.576463674856875
57776,112.69,27.3,44.7796,51.40524531606477,6.6256453160647695,35.81227323551273
57765,110.41,27.32,31.5517,41.584097160832165,10.032397160832165,37.25415290713874
57768,111.45,27.34,43.4,42.31856715679693,-1.0814328432030678,36.6634703393313
57744,109.16,27.37,47.6,40.38449464035515,-7.215505359644851,38.364973459766134
57745,109.68,27.45,43.0104,44.6632497149809,1.6528497149809027,37.04174494117186
57774,112.17,27.45,50.3,46.46475027478763,-3.835249725212364,35.64545505011015
57749,110.03,27.61,43.4457,44.49880483236068,1.053104832360681,36.76618725471521
57781,113.51,27.64,52.2,44.73879521524203,-7.4612047847579746,35.8859874276485
57763,112.0,27.69,44.5,46.311410450463605,1.8114104504636046,35.53522341812082
57760,111.44,27.7,48.2124,43.51727213517048,-4.695127864829523,36.45990403274682
57762,111.7,27.7,46.2,44.5562346476937,-1.6437653523063034,35.70694895864826
57761,111.29,27.75,43.6,43.53729952647841,-0.0627004735215948,36.910485343875735
57772,112.51,27.75,45.8,46.106015886076726,0.3060158860767288,35.79873202243868
57743,109.81,27.86,48.1,43.939877880256624,-4.160122119743377,36.28951720248569
57780,113.17,27.87,52.9195,46.22930699392096,-6.690193006079042,34.94744250969591
57773,112.83,27.88,45.729,45.18359018779918,-0.5454098122008162,35.979581916238054
57771,112.59,27.89,45.2854,44.07979552516268,-1.2056044748373225,35.84692548378369
57752,110.6,27.91,45.4,43.205664429649346,-2.1943355703506526,36.9480473355786
57740,109.6,27.95,46.4,41.122585743172465,-5.277414256827534,35.87346181405828
57658,110.19,28.01,47.3,43.8392531530804,-3.460746846919598,36.32346318896054
57687,112.79,28.11,40.6737,44.31236563731307,3.638665637313075,35.44183236301205
57688,113.63,28.16,52.0,43.053823823993554,-8.946176176006446,36.582315740441615
57657,110.23,28.21,49.9173,43.35078257379063,-6.566517426209366,36.300876852629195
57679,113.2,28.21,45.9,42.53108101397113,-3.3689189860288664,35.525560838831765
57649,109.68,28.24,45.1,44.067564090968496,-1.0324359090315056,35.152874099551084
57678,112.54,28.25,44.5,42.555180364991685,-1.9448196350083151,35.85755447137945
57669,111.22,28.38,45.4,46.5969216278446,1.1969216278446027,36.702451413025955
57655,110.4,28.46,44.8,43.452032792582536,-1.3479672074174616,37.25228588563042
57666,112.14,28.52,40.3,33.783199999999276,-6.516800000000721,-2.5675603141357703e-13
57640,109.46,28.54,44.5014,45.01096478123035,0.5095647812303525,36.350014367279066
57674,112.38,28.57,46.2,41.15982081334302,-5.040179186656985,35.4356486987523
57646,109.95,28.62,43.3,44.40808625610966,1.1080862561096652,36.39655592093346
57642,109.65,28.68,51.5166,44.698164546573686,-6.818435453426311,36.51218759370349
57682,113.57,28.71,41.0,42.06451537865801,1.0645153786580082,36.29161670554319
57673,112.93,28.73,45.5784,44.81413376473122,-0.764266235268785,36.17353030148755
57671,112.37,28.84,40.6,40.46429677454348,-0.13570322545652402,36.2673005004668
57680,113.11,28.86,42.2,44.784807820215974,2.584807820215971,36.33213291963882
57661,111.48,28.91,41.0,44.30335090348508,3.3033509034850823,36.96943995272169
57663,111.96,28.92,40.0,42.90116402902736,2.9011640290273633,36.8345735575492
57643,109.84,29.01,41.8,41.07723413586713,-0.7227658641328674,36.38443518859354
57558,110.42,29.12,43.5,43.84559534490864,0.34559534490863797,35.34718842980256
57662,111.68,29.12,38.5,43.64576481750757,5.145764817507569,36.4533646927744
57587,113.11,29.19,39.0776,42.61298347948669,3.53538347948669,36.513408214061954
57589,113.88,29.27,40.0,44.18885441196439,4.1888544119643925,36.1260027712982
57574,112.43,29.35,60.1432,43.66649519449048,-16.47670480550952,35.63493178103238
57584,113.09,29.38,35.3,40.64040682038746,5.340406820387464,36.2601443421516
57554,110.16,29.4,41.8,42.51100628745599,0.7110062874559944,35.51254303123321
57577,112.2,29.41,37.3,45.251091415673784,7.951091415673787,36.597618507033566
57564,111.09,29.43,37.1,44.24634636144166,7.146346361441658,37.26706821373277
