station_id,lon,lat,true,pred,error,variance
59063,111.57,25.18,52.8903,41.17222180634403,-11.718078193655977,
57978,112.55,25.27,43.7716,40.53357709233948,-3.238022907660522,
57969,111.31,25.28,50.6321,43.961058528313814,-6.671041471686188,
57975,112.17,25.4,56.7816,44.1063212896759,-12.6752787103241,
57976,112.94,25.41,36.9028,43.92713187268029,7.024331872680293,
57985,113.68,25.51,45.0605,38.420656482419204,-6.639843517580793,
57965,111.6,25.53,41.9245,44.77720289752893,2.8527028975289284,
57974,112.37,25.58,44.5623,43.54732728750496,-1.0149727124950374,
57966,111.96,25.59,55.4696,47.242380700023,-8.227219299977001,
57972,112.98,25.74,46.1373,45.91587723380119,-0.2214227661988133,
57973,112.72,25.75,43.4905,43.1933116358623,-0.2971883641376962,
57971,112.21,25.91,48.8385,44.13766932772603,-4.700830672273973,
57981,113.22,25.97,55.6598,50.038425972811304,-5.621374027188693,
57962,111.66,26.03,59.9352,45.510013882896644,-14.425186117103358,
57889,113.94,26.08,36.1514,36.180512755786786,0.02911275578678385,
57887,113.11,26.12,49.1368,48.578684120932586,-0.5581158790674152,
57845,109.78,26.17,43.0977,38.72305751396271,-4.374642486037295,
57866,111.62,26.23,48.2504,47.59761070263803,-0.65278929736197,
57857,110.31,26.37,41.438,36.52707678531112,-4.910923214688886,
57867,111.29,26.4,46.5962,47.017112410553615,0.42091241055361195,
57874,112.39,26.41,54.8883,47.54608847994311,-7.3422115200568925,
57876,112.83,26.43,43.4777,48.05314402095345,4.575444020953448,
57851,110.83,26.46,53.3335,43.24633417607251,-10.087165823927492,
57886,113.79,26.48,34.0408,40.95199153032836,6.9111915303283595,
57865,111.62,26.5,52.9886,44.67081866021859,-8.317781339781405,
57868,111.86,26.55,49.7451,47.4603575730552,-2.2847424269448027,
57841,109.67,26.56,43.8557,42.054716661303765,-1.8009833386962342,
57846,110.14,26.59,41.7984,39.028871757975494,-2.7695282420245064,
57881,113.28,26.71,58.0711,50.6058502175806,-7.465249782419399,
57853,110.64,26.74,35.2034,38.70399247943525,3.500592479435248,
57870,112.08,26.76,50.135,47.430220144371376,-2.7047798556286224,
57875,112.69,26.76,52.248,48.47149996281361,-3.7765000371863877,
57882,113.54,26.79,40.7357,46.79578556183862,6.060085561838619,
57842,109.72,26.88,45.5773,44.388160248653215,-1.1891397513467865,
57871,112.37,26.97,44.2491,47.72236331183001,3.47326331183001,
57872,112.59,26.98,39.4623,49.885518580588354,10.423218580588355,
57758,110.61,27.03,40.5397,38.02096401798404,-2.5187359820159614,
57860,111.32,27.03,46.7709,40.04417862854352,-6.7267213714564775,
57778,112.98,27.05,60.0561,50.022895892534315,-10.033204107465686,
57779,113.35,27.06,50.9268,45.0302370215091,-5.896562978490898,
57767,111.01,27.13,25.5921,40.17380882126717,14.581708821267174,
57766,111.45,27.18,46.8137,40.570030843414315,-6.243669156585682,
57754,109.84,27.21,40.3878,44.98533017139708,4.597530171397082,
57769,111.77,27.22,47.2609,42.76145364477683,-4.499446355223171,
57777,112.84,27.26,57.4765,51.773379647820406,-5.703120352179596,
57776,112.69,27.3,44.7796,51.82496425937885,7.04536425937885,
57765,110.41,27.32,31.5517,41.64098374011563,10.08928374011563,
57768,111.45,27.34,32.4216,42.114710560104506,9.693110560104508,
57744,109.16,27.37,41.3138,40.070065621125096,-1.2437343788749047,
57745,109.68,27.45,43.0104,45.86153940203932,2.8511394020393226,
57774,112.22,27.46,50.1431,45.55623555161161,-4.58686444838839,
57749,110.03,27.61,43.4457,45.172379261747494,1.726679261747492,
57781,113.51,27.64,37.1318,45.631339959036346,8.499539959036348,
57763,112.0,27.69,37.9357,43.02747765129502,5.0917776512950255,
57760,111.44,27.7,48.2124,44.03853130486132,-4.17386869513868,
57762,111.68,27.71,34.2896,43.664893784220936,9.375293784220936,
57761,111.29,27.75,42.5303,44.5389264129767,2.008626412976703,
57772,112.51,27.75,41.4417,45.947681209612725,4.505981209612727,
57743,109.81,27.86,47.89,43.711655413827565,-4.178344586172436,
57780,113.17,27.87,52.9195,47.19050019427195,-5.728999805728051,
57773,112.83,27.88,45.729,44.9112789842093,-0.8177210157907027,
57771,112.59,27.89,45.2854,44.40364011221082,-0.8817598877891797,
57752,110.6,27.91,56.0331,43.815136707124864,-12.217963292875133,
57740,109.6,27.95,44.0179,40.50380865328195,-3.514091346718047,
57658,110.19,28.01,46.3567,43.75094740561902,-2.6057525943809736,
57687,112.79,28.11,40.6737,44.71715339067464,4.043453390674642,
57688,113.63,28.16,39.173,43.241076096654545,4.0680760966545435,
57657,110.23,28.21,49.9173,43.60301573815269,-6.314284261847305,
57679,113.2,28.21,39.9624,42.1774412702467,2.215041270246701,
57649,109.68,28.24,47.0248,41.72074761351571,-5.304052386484287,
57678,112.54,28.25,32.3019,42.67635481938957,10.37445481938957,
57669,111.25,28.38,44.0889,47.86322933397204,3.774329333972041,
57655,110.4,28.46,43.6056,42.5321736156075,-1.073426384392505,
57666,112.17,28.51,39.8609,38.0961447998344,-1.7647552001656024,
57640,109.46,28.54,44.5014,45.22326511093182,0.721865110931823,
57674,112.37,28.55,40.2396,40.077939692629585,-0.16166030737041837,
57642,109.65,28.68,51.5166,44.97565291370237,-6.540947086297628,
57646,109.98,28.68,41.8818,44.19129133754537,2.3094913375453743,
57682,113.57,28.71,46.7449,41.439645379838396,-5.305254620161605,
57673,112.93,28.73,45.5784,46.3058097040451,0.7274097040451011,
57671,112.37,28.8,47.6817,37.9039174893069,-9.7777825106931,
57680,113.11,28.86,45.3794,46.75543741400713,1.3760374140071363,
57661,111.48,28.91,51.0266,43.77696083660244,-7.2496391633975605,
57663,111.96,28.92,47.2782,43.959547021369076,-3.3186529786309222,
57643,109.84,29.01,46.1085,41.26158386605252,-4.846916133947481,
57558,110.42,29.12,52.8881,43.69989702090102,-9.188202979098982,
57662,111.68,29.12,47.3629,43.909841457826595,-3.453058542173409,
57587,113.11,29.19,39.0776,43.40794355826835,4.330343558268353,
57574,112.43,29.35,60.1432,44.537304559806515,-15.605895440193486,
57584,113.09,29.38,47.0123,40.4138889974228,-6.598411002577201,
57554,110.16,29.4,37.4333,42.03539269488407,4.602092694884064,
57577,112.2,29.41,48.425,45.48549045286096,-2.939509547139039,
57564,111.09,29.43,53.4638,44.91764979645711,-8.546150203542886,
57544,109.44,29.46,42.104,40.60472265020339,-1.499277349796607,
57566,111.67,29.47,46.4265,46.079198237090296,-0.3473017629097015,
57585,113.45,29.48,57.9879,40.356797681019565,-17.63110231898044,
57575,112.6,29.54,49.2944,45.735981214149504,-3.558418785850499,
57562,111.36,29.58,45.5692,46.898806867225666,1.3296068672256638,
57565,111.73,29.67,42.3446,44.929873520167256,2.585273520167256,
57451,110.25,30.81,20.7175,27.14296847115073,6.4254684711507295,
57352,111.0,30.81,41.4015,37.84335344827744,-3.558146551722558,
57351,111.02,30.83,59.2455,37.48952018514226,-21.75597981485774,
57353,111.02,30.84,53.9625,37.67776423737707,-16.28473576262293,
57367,110.94,31.08,14.7995,35.58579111597996,20.786291115979957,
57354,110.27,31.46,7.943,24.93512849946214,16.99212849946214,
57264,111.02,32.43,19.2105,30.934207891696364,11.723707891696364,
