Lon,Lat,True_PWV,Predicted_PWV,Error
111.49,24.74,43.2375,42.20071412852843,1.0367858714715652
111.93,24.8,44.4996,39.91424816957771,4.58535183042229
111.54,24.81,45.2923,41.34720471204854,3.9450952879514603
111.7,24.87,39.5659,39.2769506242277,0.2889493757722974
111.82,24.87,37.134,39.49355389453511,-2.359553894535111
111.51,24.88,40.8873,42.05688587682223,-1.1695858768222251
112.02,24.92,44.4158,40.245622094635635,4.170177905364362
111.53,24.93,42.8821,41.545883369467305,1.3362166305326966
111.81,24.95,35.25,38.89611601473419,-3.64611601473419
112.93,24.95,30.7909,44.240168055659446,-13.449268055659445
111.73,24.98,15.4993,40.96691160225898,-25.467611602258984
111.07,25.0,38.5322,44.68257443625581,-6.1503744362558095
111.68,25.03,36.7021,39.57947408423815,-2.8773740842381486
111.53,25.04,45.4621,41.73266010451215,3.7294398954878503
111.58,25.05,48.1572,40.78428042725384,7.372919572746163
111.13,25.06,52.3479,42.74204982727082,9.605850172729184
111.18,25.1,46.6178,43.914595978928,2.703204021072004
112.81,25.1,49.3117,41.99580667135161,7.315893328648393
111.04,25.12,43.5122,43.8997724037327,-0.3875724037326975
111.47,25.12,34.9056,43.746950091721516,-8.841350091721516
111.37,25.13,43.2375,43.39401465512729,-0.156514655127296
112.74,25.14,51.8915,41.30144475594757,10.59005524405243
111.34,25.17,41.1775,44.10366432282555,-2.9261643228255494
111.66,25.17,37.8204,42.172103436235545,-4.351703436235546
112.63,25.17,27.0608,43.36873937507899,-16.307939375078988
111.57,25.18,52.8903,41.74856831130224,11.14173168869776
111.9,25.18,37.84,41.612008957241535,-3.772008957241532
112.85,25.19,48.6902,42.590387424279,6.099812575720996
111.18,25.2,39.9923,44.92877456444444,-4.936474564444438
111.9,25.23,28.8064,43.91586945366892,-15.109469453668918
112.95,25.24,40.6619,43.767710804148,-3.1058108041479997
112.26,25.25,46.2765,43.080650445140265,3.195849554859734
112.55,25.27,51.8,38.58704748520487,13.212952514795127
111.31,25.28,50.6321,43.871945454529154,6.760154545470847
111.51,25.29,45.4101,44.02440398725137,1.3856960127486317
111.62,25.29,39.3987,43.99609603994075,-4.5973960399407545
111.81,25.29,43.8209,43.04529190711399,0.7756080928860101
112.46,25.33,4.9191,44.205027103661166,-39.285927103661166
112.31,25.34,56.7269,41.62693596462894,15.099964035371059
111.45,25.35,46.9608,44.51193966255312,2.448860337446881
111.95,25.35,59.6171,43.61080908437561,16.00629091562439
113.52,25.38,54.4439,39.24189899078409,15.202001009215913
111.31,25.39,45.3784,44.83524054858717,0.5431594514128264
112.72,25.39,51.5912,41.2749731685351,10.316226831464903
111.57,25.4,43.5605,44.98802388704938,-1.4275238870493823
112.17,25.4,56.7816,44.741631207398854,12.039968792601144
113.61,25.4,40.7756,40.65005160963863,0.12554839036136656
113.78,25.4,34.3983,39.63759732797943,-5.239297327979429
112.94,25.41,55.4,42.07045308464389,13.329546915356111
113.49,25.44,35.604,42.053622765217035,-6.449622765217036
112.43,25.45,31.5802,42.150001003430816,-10.569801003430815
113.69,25.46,40.3289,39.53075086489887,0.7981491351011272
111.8,25.47,42.0178,46.3802813827536,-4.3624813827536
112.34,25.47,44.8982,43.2277207550663,1.670479244933702
112.61,25.47,33.145,42.39764769307381,-9.252647693073804
113.12,25.47,43.2179,43.80066904293187,-0.5827690429318721
112.01,25.48,51.1334,46.60630669686768,4.527093303132325
111.39,25.49,47.1149,44.70200271188809,2.412897288111907
113.65,25.49,36.6662,40.41111972544558,-3.744919725445577
111.65,25.51,45.2487,46.136836323453394,-0.888136323453395
112.38,25.51,41.3816,43.11301555728885,-1.731415557288848
112.65,25.51,44.2697,41.92678561301953,2.3429143869804676
111.7,25.52,49.6649,45.8920048159244,3.772895184075601
112.46,25.52,41.679,42.07909871399107,-0.40009871399107055
112.76,25.52,36.5361,42.91313841279776,-6.377038412797759
113.91,25.52,35.4451,37.82463465524747,-2.3795346552474754
111.6,25.53,52.6,45.06585168275804,7.534148317241964
112.8,25.53,36.8845,42.86405928593338,-5.979559285933377
113.37,25.53,29.4227,43.70413571801334,-14.281435718013341
111.7,25.55,50.4257,45.97023707128962,4.455462928710382
112.89,25.55,23.6373,44.878105252386725,-21.240805252386725
113.69,25.56,53.2,37.97007910034696,15.229920899653045
112.72,25.57,45.5023,42.71201079141544,2.7902892085845608
112.37,25.58,44.5623,44.04081613435552,0.521483865644484
112.4,25.58,44.0732,43.68780718572845,0.3853928142715475
111.96,25.59,52.7,46.16500048647475,6.53499951352525
112.23,25.59,45.7582,46.02651917968993,-0.26831917968992514
113.63,25.59,39.4887,39.94122963062888,-0.45252963062888085
112.71,25.6,46.1321,43.09737447905847,3.034725520941528
113.04,25.61,45.9601,45.12039310361996,0.8397068963800365
113.95,25.61,34.3865,37.325774031030775,-2.9392740310307772
111.61,25.62,41.9314,46.26582865767589,-4.334428657675893
112.28,25.62,47.8523,45.297857900010925,2.5544420999890747
112.93,25.62,46.9614,43.943720686596905,3.017679313403093
113.75,25.62,37.62,38.25365272915775,-0.6336527291577525
111.37,25.64,39.7387,45.16151705831239,-5.42281705831239
112.34,25.64,41.4326,45.398857777547164,-3.9662577775471632
111.92,25.65,42.1268,47.05455878596955,-4.927758785969544
112.65,25.65,54.3259,42.977137329508736,11.348762670491261
112.73,25.65,42.4651,43.794880171764504,-1.3297801717645044
112.13,25.66,59.924,44.738754605937466,15.185245394062534
112.84,25.66,48.1639,43.46378260808203,4.700117391917971
111.81,25.67,49.9654,46.229290826736396,3.736109173263607
112.99,25.67,48.5949,45.55621684666616,3.0386831533338423
112.49,25.68,35.869,45.19311483832426,-9.324114838324263
112.7,25.68,43.5878,44.00667110405024,-0.41887110405023975
113.15,25.68,42.3801,46.80775218554404,-4.427652185544041
113.49,25.68,35.2557,42.54748839395655,-7.291788393956551
112.45,25.69,50.5439,44.35160894025735,6.192291059742651
111.64,25.7,42.8852,46.41262809629045,-3.52742809629045
112.5,25.71,46.5846,44.455672272266405,2.128927727733597
112.88,25.71,45.9376,44.60692364201172,1.3306763579882812
113.72,25.71,33.4336,38.3068467372299,-4.873246737229898
112.09,25.73,26.5264,47.69629828606967,-21.16989828606967
113.4,25.73,47.5403,43.98839979182215,3.5519002081778552
113.84,25.73,28.0963,37.870590134042445,-9.774290134042445
112.4,25.74,52.4717,45.08050029710736,7.391199702892635
112.85,25.74,37.4044,45.071342383173956,-7.666942383173954
112.98,25.74,46.1373,46.77678238651659,-0.6394823865165833
113.66,25.74,32.9838,39.410154404640416,-6.4263544046404135
112.44,25.75,46.8023,45.43318863650128,1.3691113634987246
112.72,25.75,50.9,43.33277875471916,7.567221245280841
113.04,25.75,47.1287,47.77217371796522,-0.6434737179652146
113.06,25.75,54.8745,47.24029269432991,7.634207305670088
112.35,25.76,47.4698,45.639246312086705,1.8305536879132944
112.65,25.76,39.4601,44.64090287619844,-5.180802876198442
112.8,25.77,37.0,44.6460944007932,-7.646094400793203
113.31,25.77,57.5801,45.603509337548914,11.976590662451088
111.44,25.78,33.1898,46.65474849967068,-13.464948499670683
112.5,25.78,47.522,44.95442246757733,2.5675775324226677
112.92,25.78,52.1365,45.484199311977136,6.652300688022862
113.06,25.78,50.1569,48.15885199383099,1.9980480061690074
113.12,25.79,44.7337,48.92819148989514,-4.194491489895142
112.12,25.81,48.4387,44.98118535693446,3.4575146430655366
112.28,25.81,47.062,45.65347549823093,1.4085245017690653
112.33,25.81,41.4949,46.22578330491453,-4.730883304914528
113.04,25.81,50.1289,48.23314987217334,1.895750127826659
112.75,25.82,36.5133,44.7181036102952,-8.204803610295201
113.1,25.82,55.1027,48.41104558409745,6.691654415902548
111.99,25.83,41.5373,45.6149957962183,-4.0776957962183005
113.17,25.84,50.2498,49.080908383024926,1.168891616975074
112.21,25.86,44.6287,45.88376214785572,-1.2550621478557176
111.72,25.87,58.7107,45.833367540062916,12.877332459937087
113.38,25.89,46.7052,47.022073973587155,-0.31687397358715685
112.21,25.91,51.1,45.04201238112648,6.057987618873518
113.13,25.91,54.0802,49.37759660710033,4.702603392899668
113.7,25.92,37.6542,38.80527254949523,-1.1510725494952254
111.73,25.93,51.8289,46.671083292690255,5.157816707309742
113.87,25.93,42.8302,36.408613092092395,6.421586907907603
111.95,25.94,46.4843,44.7264948903577,1.7578051096422982
112.62,25.94,39.428,45.425707744180045,-5.9977077441800475
113.95,25.94,36.6642,37.061044315299746,-0.3968443152997452
111.65,25.96,50.9,46.868326558934264,4.031673441065735
111.87,25.96,40.8014,45.57515451668822,-4.773754516688221
112.81,25.97,49.3823,44.51416518209601,4.868134817903993
113.05,25.97,56.9948,48.089127150963236,8.905672849036762
113.22,25.97,54.2,49.592406121712145,4.607593878287858
113.45,25.97,54.8745,44.80975429071013,10.064745709289866
111.86,25.98,40.2922,45.61540756719851,-5.323207567198509
113.01,25.99,45.8602,48.318805982446094,-2.4586059824460946
113.59,26.0,32.5761,42.579402116102806,-10.003302116102809
