id,Station_Id_C,Datetime,Lat,Lon,Alti,City,Station_Name,Cnty,VAP,RHU,PRS,TEM,PWV,dataset
657,P3781,2025-06-03 00:00:00,27.69,110.68,528.9,怀化市,两丫坪,溆浦县,17.94,87,950.4,18.0,34.7408,train
658,P4416,2025-06-03 00:00:00,27.69,111.28,211.0,娄底市,科头,新化县,20.77,90,982.2,19.8,43.1319,train
659,57763,2025-06-03 00:00:00,27.69,112.0,205.8,娄底市,娄底,娄星区,20.24,85,984.9,20.3,37.9357,train
660,P4844,2025-06-03 00:00:00,27.69,112.11,99.7,湘潭市,毛田,湘乡市,22.34,95,996.9,20.1,45.4548,test
661,P4877,2025-06-03 00:00:00,27.69,112.21,132.0,湘潭市,水府旅游区,湘乡市,20.75,84,997.4,20.9,47.4823,train
662,P3782,2025-06-03 00:00:00,27.7,109.6,265.2,怀化市,锦和,麻阳苗族自治县,20.99,98,978.1,18.6,46.7858,train
663,57760,2025-06-03 00:00:00,27.7,111.44,249.2,娄底市,冷水江,冷水江市,22.43,96,979.9,20.0,48.2124,train
664,P4873,2025-06-03 00:00:00,27.7,112.97,74.1,湘潭市,梅林桥,湘潭县,22.94,94,997.6,20.7,53.9346,train
665,57762,2025-06-03 00:00:00,27.71,111.68,249.2,娄底市,涟源,涟源市,20.1,86,979.9,20.0,34.2896,test
666,P4885,2025-06-03 00:00:00,27.71,112.6,132.5,湘潭市,奇才,湘潭县,22.1,94,993.4,20.1,50.8714,train
667,P5743,2025-06-03 00:00:00,27.71,113.37,75.0,株洲市,将军,醴陵市,23.01,92,998.0,21.1,42.8857,train
668,P4564,2025-06-03 00:00:00,27.72,111.63,185.0,娄底市,芙蓉,涟源市,22.2,95,988.7,20.0,44.052,train
669,P4577,2025-06-03 00:00:00,27.72,111.77,108.0,娄底市,湖泉,涟源市,21.96,90,993.7,20.7,37.659,train
670,P4841,2025-06-03 00:00:00,27.72,112.34,57.0,湘潭市,潭市,湘乡市,22.73,92,999.9,20.9,49.4635,test
671,P5761,2025-06-03 00:00:00,27.72,113.32,51.0,株洲市,油田,醴陵市,23.84,93,1001.9,21.5,43.4497,train
672,P3778,2025-06-03 00:00:00,27.73,110.41,121.0,怀化市,黄溪口,辰溪县,22.51,100,992.3,19.4,49.3009,train
673,P4639,2025-06-03 00:00:00,27.73,112.0,151.5,娄底市,市气象局,娄星区,24.61,96,991.1,21.5,50.385,train
674,P4879,2025-06-03 00:00:00,27.73,112.72,40.5,湘潭市,石潭,湘潭县,21.99,89,1002.5,20.9,44.9409,train
675,P5737,2025-06-03 00:00:00,27.73,113.5,103.0,株洲市,沩山,醴陵市,19.22,75,994.8,21.5,29.9715,test
676,P5738,2025-06-03 00:00:00,27.73,113.67,89.6,株洲市,浦口,醴陵市,26.11,100,998.2,21.8,46.1944,train
677,P4038,2025-06-03 00:00:00,27.74,110.53,566.3,怀化市,统溪河,溆浦县,21.55,100,945.0,18.7,42.9664,train
678,P5739,2025-06-03 00:00:00,27.74,113.05,117.0,株洲市,竹溪,天元区,21.9,92,995.1,20.3,49.8097,train
679,P5734,2025-06-03 00:00:00,27.74,113.11,39.0,株洲市,湘云,天元区,21.14,84,1003.9,21.2,45.3419,train
680,P3811,2025-06-03 00:00:00,27.75,110.14,213.0,怀化市,肖家溪,辰溪县,22.1,100,988.0,19.1,45.5579,test
681,P4481,2025-06-03 00:00:00,27.75,110.89,851.1,娄底市,大桥,新化县,15.49,77,913.8,17.6,34.4068,train
682,57761,2025-06-03 00:00:00,27.75,111.29,211.9,娄底市,新化,新化县,20.12,84,984.4,20.4,42.5303,train
683,P4627,2025-06-03 00:00:00,27.75,112.02,112.5,娄底市,乐坪,娄星区,21.63,87,993.5,21.0,49.2805,train
684,57772,2025-06-03 00:00:00,27.75,112.51,85.1,湘潭市,湘乡,湘乡市,22.55,93,998.5,20.6,41.4417,train
685,P5736,2025-06-03 00:00:00,27.75,113.27,73.0,株洲市,福生,渌口区,22.66,94,1000.1,20.5,51.3606,test
686,P4601,2025-06-03 00:00:00,27.76,111.92,165.0,娄底市,石井,娄星区,23.18,91,989.9,21.4,46.2788,train
687,P4839,2025-06-03 00:00:00,27.76,112.47,90.0,湘潭市,泉塘,湘乡市,22.18,92,999.5,20.5,42.9861,train
688,P5729,2025-06-03 00:00:00,27.76,113.69,117.8,株洲市,白兔潭,醴陵市,23.9,91,992.2,21.9,48.2907,train
689,P4611,2025-06-03 00:00:00,27.77,112.07,77.0,娄底市,春园中学,娄星区,22.55,93,995.3,20.6,46.4056,train
690,P5720,2025-06-03 00:00:00,27.77,113.21,71.0,株洲市,董家塅,芦淞区,19.26,77,1000.3,21.1,42.5658,test
691,P5733,2025-06-03 00:00:00,27.77,113.32,102.0,株洲市,姚家坝,芦淞区,22.52,94,996.7,20.4,50.6983,train
692,P5850,2025-06-03 00:00:00,27.77,113.39,88.0,株洲市,板杉,醴陵市,23.66,94,998.2,21.2,51.5538,train
693,P4515,2025-06-03 00:00:00,27.78,111.49,677.0,娄底市,谭家,冷水江市,17.57,80,930.6,19.0,35.3794,train
694,P4570,2025-06-03 00:00:00,27.78,111.75,166.0,娄底市,龙塘,涟源市,20.61,85,987.7,20.6,48.9128,train
695,P4568,2025-06-03 00:00:00,27.78,111.88,97.0,娄底市,渡头塘,涟源市,21.01,84,994.8,21.1,49.8934,test
696,P4602,2025-06-03 00:00:00,27.78,111.96,117.0,娄底市,黄泥塘,娄星区,21.47,88,993.2,20.7,48.1025,train
697,P4863,2025-06-03 00:00:00,27.78,112.77,63.0,湘潭市,杨嘉桥,湘潭县,22.45,92,1001.8,20.7,48.5167,train
698,P5877,2025-06-03 00:00:00,27.78,113.29,117.0,株洲市,卦石,芦淞区,22.8,94,995.1,20.6,51.4066,train
699,P4435,2025-06-03 00:00:00,27.79,111.06,504.0,娄底市,古台山林场,新化县,17.57,81,948.4,18.8,33.1517,train
700,P4835,2025-06-03 00:00:00,27.79,112.95,78.0,湘潭市,易俗河,湘潭县,18.46,72,1002.1,21.5,37.6379,test
701,P5735,2025-06-03 00:00:00,27.79,113.14,42.0,株洲市,农科所,芦淞区,21.4,84,1003.6,21.4,45.2538,train
702,P4834,2025-06-03 00:00:00,27.8,112.6,75.0,湘潭市,韶灌科研所,湘乡市,21.61,88,1000.5,20.8,45.3007,train
703,P5726,2025-06-03 00:00:00,27.8,113.16,58.0,株洲市,新谭,芦淞区,21.27,83,1003.2,21.5,52.1595,train
704,P5840,2025-06-03 00:00:00,27.8,113.43,83.3,株洲市,枫林,醴陵市,24.31,99,996.6,20.8,49.3183,train
705,P4614,2025-06-03 00:00:00,27.81,112.01,146.0,娄底市,花溪谷,娄星区,21.4,91,992.4,20.1,45.251,test
706,P4870,2025-06-03 00:00:00,27.81,112.32,90.2,湘潭市,褒忠山,湘乡市,21.27,91,997.2,20.0,51.2745,train
707,P5847,2025-06-03 00:00:00,27.81,113.04,57.0,株洲市,新马,天元区,21.89,87,1001.9,21.2,46.1737,train
708,P5730,2025-06-03 00:00:00,27.81,113.05,57.0,株洲市,仙岭,天元区,22.4,89,1002.3,21.2,48.4071,train
709,P5721,2025-06-03 00:00:00,27.81,113.08,63.0,株洲市,栗雨,天元区,21.64,86,1001.2,21.2,50.1068,train
710,P5727,2025-06-03 00:00:00,27.81,113.22,67.0,株洲市,五里墩,芦淞区,22.83,93,1001.9,20.8,38.9746,test
711,P4565,2025-06-03 00:00:00,27.82,111.67,350.0,娄底市,安平,涟源市,23.04,98,966.5,20.1,53.071,train
712,P4919,2025-06-03 00:00:00,27.82,112.22,228.9,湘潭市,农之源,湘乡市,20.69,88,982.1,20.1,44.2215,train
713,P5702,2025-06-03 00:00:00,27.82,113.11,100.0,株洲市,神农湖,天元区,21.26,85,997.1,21.1,44.8767,train
714,P5717,2025-06-03 00:00:00,27.82,113.23,76.0,株洲市,白关,芦淞区,22.07,91,1001.9,20.6,42.1493,train
715,P1418,2025-06-03 00:00:00,27.83,109.62,448.7,湘西土家族苗族自治州,水打田,凤凰县,19.49,91,955.6,18.6,39.0938,test
716,P4831,2025-06-03 00:00:00,27.83,112.94,68.0,湘潭市,锦源广场,岳塘区,20.89,82,1000.7,21.4,42.4787,train
717,P4881,2025-06-03 00:00:00,27.83,113.01,25.0,湘潭市,马家河,岳塘区,22.79,90,1003.7,21.3,51.8932,train
718,P5723,2025-06-03 00:00:00,27.83,113.35,109.0,株洲市,楠木山,芦淞区,21.13,91,996.2,19.9,51.3089,train
719,P5716,2025-06-03 00:00:00,27.83,113.47,200.6,株洲市,横江,醴陵市,20.44,88,984.8,19.9,36.9919,train
720,P4580,2025-06-03 00:00:00,27.84,111.85,134.6,娄底市,桥头河,涟源市,22.76,95,993.1,20.4,45.5582,test
721,P4829,2025-06-03 00:00:00,27.84,112.52,120.0,湘潭市,龙洞,湘乡市,20.46,87,998.3,20.1,39.6927,train
722,P5731,2025-06-03 00:00:00,27.84,113.17,41.0,株洲市,石子湖,荷塘区,22.18,86,1004.0,21.6,41.7177,train
723,P4126,2025-06-03 00:00:00,27.85,110.69,225.2,怀化市,陶金坪,溆浦县,21.82,100,982.8,18.9,54.2861,train
724,P4562,2025-06-03 00:00:00,27.85,111.78,141.0,娄底市,迎宾,涟源市,20.5,84,989.7,20.7,41.3376,train
725,P4868,2025-06-03 00:00:00,27.85,112.39,102.6,湘潭市,白田,湘乡市,21.93,95,997.4,19.8,46.1411,test
726,P5718,2025-06-03 00:00:00,27.85,113.27,45.0,株洲市,大京水库,芦淞区,22.28,93,995.1,20.4,51.3173,train
727,P5728,2025-06-03 00:00:00,27.85,113.38,130.0,株洲市,老鸦坡水库,醴陵市,20.47,86,992.1,20.3,33.3876,train
728,57743,2025-06-03 00:00:00,27.86,109.81,195.6,怀化市,麻阳,麻阳苗族自治县,21.61,96,986.8,19.4,47.89,train
729,P3761,2025-06-03 00:00:00,27.86,109.92,233.6,怀化市,和平溪,麻阳苗族自治县,21.96,100,981.6,19.0,46.3371,train
730,P4864,2025-06-03 00:00:00,27.86,112.9,30.0,湘潭市,白石公园,雨湖区,22.04,86,1004.0,21.5,41.8944,test
731,P5708,2025-06-03 00:00:00,27.86,113.23,116.0,株洲市,金山,荷塘区,21.5,92,995.2,20.0,51.5354,train
732,P4201,2025-06-03 00:00:00,27.87,110.01,207.8,怀化市,黄桑乡军田,麻阳苗族自治县,19.08,88,979.6,18.8,34.374,train
733,P4080,2025-06-03 00:00:00,27.87,110.09,163.0,怀化市,红敏,辰溪县,22.1,100,991.0,19.1,46.3179,train
734,57780,2025-06-03 00:00:00,27.87,113.17,74.6,株洲市,株洲,荷塘区,25.48,100,999.6,21.4,52.9195,train
735,P5724,2025-06-03 00:00:00,27.87,113.62,180.0,株洲市,洪源,醴陵市,21.26,85,987.7,21.1,41.5784,test
736,P1359,2025-06-03 00:00:00,27.88,109.45,427.3,湘西土家族苗族自治州,新场中学,凤凰县,21.3,97,960.9,19.0,35.6486,train
737,P3763,2025-06-03 00:00:00,27.88,109.7,179.8,怀化市,岩门镇黄土溪,麻阳苗族自治县,22.37,100,985.8,19.3,46.8247,train
738,P4123,2025-06-03 00:00:00,27.88,110.4,146.1,怀化市,大江口,溆浦县,21.33,93,992.7,19.7,49.8775,train
739,P4079,2025-06-03 00:00:00,27.88,110.73,535.2,怀化市,桥江镇新田,溆浦县,20.11,100,949.5,17.6,43.6693,train
740,P4446,2025-06-03 00:00:00,27.88,111.37,279.4,娄底市,水竹,新化县,21.12,95,976.4,19.2,47.3888,test
741,P4563,2025-06-03 00:00:00,27.88,111.65,613.5,娄底市,古塘,涟源市,18.08,86,940.7,18.3,38.4645,train
742,57773,2025-06-03 00:00:00,27.88,112.83,63.8,湘潭市,湘潭观测站,雨湖区,22.26,89,1000.9,21.1,45.729,train
743,P5709,2025-06-03 00:00:00,27.88,113.07,49.0,株洲市,清水塘,石峰区,21.85,89,1003.0,20.8,44.01,train
744,P5732,2025-06-03 00:00:00,27.88,113.12,100.0,株洲市,先锋,石峰区,21.61,88,998.0,20.8,48.5252,train
745,P5722,2025-06-03 00:00:00,27.88,113.43,123.5,株洲市,官庄水库,醴陵市,23.81,100,993.5,20.3,49.8898,test
746,P5745,2025-06-03 00:00:00,27.88,113.49,122.8,株洲市,桃花,醴陵市,21.63,92,992.6,20.1,50.4823,train
747,P1367,2025-06-03 00:00:00,27.89,109.55,398.9,湘西土家族苗族自治州,林峰,凤凰县,17.02,82,962.3,18.1,29.1241,train
748,P4116,2025-06-03 00:00:00,27.89,109.64,220.1,怀化市,石羊哨,麻阳苗族自治县,21.82,100,984.5,18.9,46.0368,train
749,P3759,2025-06-03 00:00:00,27.89,109.89,162.9,怀化市,兰里,麻阳苗族自治县,22.8,100,990.9,19.6,49.1482,train
750,P4404,2025-06-03 00:00:00,27.89,111.52,442.0,娄底市,华新,新化县,20.26,97,958.3,18.2,39.2374,test
751,P4821,2025-06-03 00:00:00,27.89,112.53,69.9,湘潭市,高铁南站,韶山市,20.86,86,997.7,20.6,30.1444,train
752,57771,2025-06-03 00:00:00,27.89,112.59,127.6,湘潭市,韶山,韶山市,23.38,97,993.5,20.5,45.2854,train
753,P4816,2025-06-03 00:00:00,27.89,112.97,60.0,湘潭市,荷塘,岳塘区,21.02,81,1000.7,21.7,43.3489,train
754,P5711,2025-06-03 00:00:00,27.9,113.21,52.0,株洲市,明照,荷塘区,22.12,89,1002.7,21.0,43.0973,train
755,P1349,2025-06-03 00:00:00,27.91,109.31,673.9,湘西土家族苗族自治州,龙塘河水库,凤凰县,19.51,97,931.1,17.6,35.7624,test
756,57752,2025-06-03 00:00:00,27.91,110.6,204.0,怀化市,溆浦,溆浦县,22.24,100,985.7,19.2,56.0331,train
757,P4567,2025-06-03 00:00:00,27.91,111.85,181.0,娄底市,七星中学,涟源市,20.24,85,987.7,20.3,41.2857,train
758,P5509,2025-06-03 00:00:00,27.91,113.69,90.0,长沙市,金刚,浏阳市,21.15,82,997.8,21.6,35.7671,train
759,P1368,2025-06-03 00:00:00,27.92,109.61,322.0,湘西土家族苗族自治州,古城,凤凰县,22.1,100,969.6,19.1,41.0475,train
760,P4618,2025-06-03 00:00:00,27.92,111.97,272.0,娄底市,双江水库,娄星区,20.52,90,979.1,19.6,41.2706,test
761,P5342,2025-06-03 00:00:00,27.92,112.12,201.0,长沙市,田心铺,宁乡市,19.51,84,986.3,19.9,34.6872,train
762,P4815,2025-06-03 00:00:00,27.92,112.43,134.6,湘潭市,新联,韶山市,24.25,100,990.5,20.6,62.5373,train
763,P4818,2025-06-03 00:00:00,27.92,112.59,72.4,湘潭市,银田,韶山市,21.12,86,997.9,20.8,35.4186,train
764,P4865,2025-06-03 00:00:00,27.92,112.96,38.0,湘潭市,九华,雨湖区,26.27,100,1003.8,21.9,46.2088,train
765,P5744,2025-06-03 00:00:00,27.92,113.52,194.1,株洲市,大口坪,醴陵市,20.54,89,986.8,19.8,46.598,test
766,P5706,2025-06-03 00:00:00,27.93,113.07,95.0,株洲市,白马,石峰区,21.36,87,1002.0,20.8,47.4499,train
767,P4806,2025-06-03 00:00:00,27.94,112.3,72.0,湘潭市,金薮,湘乡市,21.32,89,988.0,20.4,58.3822,train
768,P4802,2025-06-03 00:00:00,27.94,113.0,36.0,湘潭市,昭山,岳塘区,21.78,86,1003.5,21.3,48.4642,train
769,P5705,2025-06-03 00:00:00,27.94,113.25,115.0,株洲市,仙庾岭,荷塘区,21.96,90,997.6,20.7,48.328,train
770,57740,2025-06-03 00:00:00,27.95,109.6,349.6,湘西土家族苗族自治州,凤凰,凤凰县,20.2,92,969.4,19.0,44.0179,test
771,P4122,2025-06-03 00:00:00,27.95,110.77,290.3,怀化市,油洋,溆浦县,20.95,96,976.6,18.9,43.2246,train
772,P3751,2025-06-03 00:00:00,27.95,110.84,323.8,怀化市,三江,溆浦县,19.99,100,973.4,17.5,40.5752,train
773,P5712,2025-06-03 00:00:00,27.95,113.14,54.0,株洲市,鸡嘴山,石峰区,21.99,89,1002.7,20.9,45.2479,train
774,P5703,2025-06-03 00:00:00,27.95,113.18,62.0,株洲市,龙升,石峰区,23.18,95,1001.9,20.7,44.8374,train
775,P5471,2025-06-03 00:00:00,27.95,113.66,145.0,长沙市,杨花,浏阳市,20.13,81,991.1,21.0,45.1305,test
776,P1333,2025-06-03 00:00:00,27.96,109.99,172.6,湘西土家族苗族自治州,石榴坪,泸溪县,21.88,99,988.6,19.1,46.4037,train
777,P3750,2025-06-03 00:00:00,27.96,110.16,131.5,怀化市,潭湾敬老院,辰溪县,22.9,98,994.5,20.0,41.9866,train
778,P4804,2025-06-03 00:00:00,27.96,112.47,106.6,湘潭市,石屏,韶山市,19.52,79,995.5,20.9,37.2305,train
779,P5707,2025-06-03 00:00:00,27.96,113.17,63.0,株洲市,龙头铺,石峰区,22.8,94,1001.7,20.6,51.1032,train
780,P3749,2025-06-03 00:00:00,27.97,110.29,149.0,怀化市,倒洑,辰溪县,23.08,100,992.7,19.8,50.6671,test
781,P3803,2025-06-03 00:00:00,27.97,110.34,173.5,怀化市,桃田坳,辰溪县,22.06,98,989.8,19.4,33.467,train
782,P5514,2025-06-03 00:00:00,27.97,112.32,106.0,长沙市,花果山,宁乡市,21.89,87,995.7,21.2,52.8869,train
783,P5704,2025-06-03 00:00:00,27.97,113.23,83.0,株洲市,黄塘,荷塘区,21.96,90,999.2,20.7,41.5262,train
784,P1421,2025-06-03 00:00:00,27.98,109.35,650.8,湘西土家族苗族自治州,麻冲,凤凰县,18.83,96,933.3,17.2,37.9148,train
785,P4583,2025-06-03 00:00:00,27.98,111.66,488.0,娄底市,漆树,涟源市,21.02,100,951.2,18.3,38.9546,test
786,P5199,2025-06-03 00:00:00,27.98,113.73,125.0,长沙市,大瑶,浏阳市,22.87,92,993.3,21.0,49.7413,train
787,P1357,2025-06-03 00:00:00,27.99,109.51,378.5,湘西土家族苗族自治州,长潭岗水库,凤凰县,20.39,97,964.2,18.3,44.5389,train
788,P5447,2025-06-03 00:00:00,27.99,112.01,250.0,长沙市,田坪,宁乡市,21.33,93,979.3,19.7,53.494,train
789,P5140,2025-06-03 00:00:00,27.99,112.98,31.0,长沙市,兴马洲,天心区,20.74,78,1004.3,22.1,41.0769,train
790,P1472,2025-06-03 00:00:00,28.0,109.8,279.5,湘西土家族苗族自治州,踏虎,泸溪县,20.82,96,975.9,18.8,43.7074,test
791,P1463,2025-06-03 00:00:00,28.0,109.89,202.1,湘西土家族苗族自治州,晒洲田,泸溪县,21.55,100,983.9,18.7,46.6781,train
792,P5508,2025-06-03 00:00:00,28.0,112.12,129.0,长沙市,流沙河,宁乡市,21.08,88,994.2,20.4,46.0939,train
793,P4801,2025-06-03 00:00:00,28.0,112.46,123.0,湘潭市,金石,湘乡市,21.73,93,995.0,20.0,48.1607,train
794,P5700,2025-06-03 00:00:00,28.0,113.19,63.5,株洲市,云田,石峰区,25.17,100,1001.4,21.2,48.9518,train
795,P5467,2025-06-03 00:00:00,28.0,113.43,81.0,长沙市,书院,浏阳市,21.69,90,998.4,20.5,47.2119,test
796,P5294,2025-06-03 00:00:00,28.0,113.77,94.0,长沙市,澄潭江,浏阳市,21.27,84,996.8,21.3,38.7254,train
797,P1295,2025-06-03 00:00:00,28.01,110.0,235.1,湘西土家族苗族自治州,公羊,泸溪县,21.34,99,980.1,18.7,47.544,train
798,57658,2025-06-03 00:00:00,28.01,110.19,152.8,怀化市,辰溪,辰溪县,22.06,95,991.8,19.9,46.3567,train
799,P5499,2025-06-03 00:00:00,28.01,112.98,51.0,长沙市,花园岭,天心区,22.98,93,1001.9,20.9,47.5992,train
800,P1375,2025-06-03 00:00:00,28.02,109.52,444.0,湘西土家族苗族自治州,建塘,凤凰县,19.63,97,956.7,17.7,35.4992,test
801,P4432,2025-06-03 00:00:00,28.02,111.28,156.6,娄底市,何家坪,新化县,22.51,100,986.9,19.4,49.9449,train
802,P4807,2025-06-03 00:00:00,28.02,112.5,111.3,湘潭市,云源,韶山市,20.49,85,993.7,20.5,41.931,train
803,P4043,2025-06-03 00:00:00,28.03,110.44,488.0,怀化市,谭家场,辰溪县,20.6,98,951.4,18.3,42.2061,train
804,P5339,2025-06-03 00:00:00,28.03,112.03,348.0,长沙市,草冲,宁乡市,19.85,86,968.6,19.8,45.4368,train
805,P5486,2025-06-03 00:00:00,28.03,112.26,128.0,长沙市,枫木桥,宁乡市,21.29,90,992.5,20.2,56.188,test
806,P5488,2025-06-03 00:00:00,28.03,112.38,80.0,长沙市,双盆,宁乡市,20.87,85,998.7,20.8,35.6165,train
807,P5421,2025-06-03 00:00:00,28.03,112.79,44.0,长沙市,含浦干子,岳麓区,22.12,89,1002.6,21.0,43.1111,train
808,P1347,2025-06-03 00:00:00,28.04,109.46,605.5,湘西土家族苗族自治州,山江,凤凰县,20.89,100,938.9,18.2,37.6343,train
809,P2915,2025-06-03 00:00:00,28.04,111.09,221.9,益阳市,平口水厂,安化县,22.34,98,985.3,19.6,51.0517,train
810,P2930,2025-06-03 00:00:00,28.04,111.83,307.3,益阳市,高明,安化县,21.15,100,973.6,18.4,47.3999,test
811,P5436,2025-06-03 00:00:00,28.04,112.99,90.0,长沙市,省气象局,天心区,22.67,89,999.9,21.4,50.1181,train
812,P4121,2025-06-03 00:00:00,28.05,110.76,247.6,怀化市,祖师殿,溆浦县,21.69,100,981.1,18.8,43.6032,train
813,P5459,2025-06-03 00:00:00,28.05,112.64,80.0,长沙市,花明楼,宁乡市,21.58,89,1000.1,20.6,43.7602,train
814,P5103,2025-06-03 00:00:00,28.05,113.0,83.0,长沙市,西湖小学,天心区,22.45,86,998.1,21.8,43.9596,train
815,P5484,2025-06-03 00:00:00,28.05,113.93,154.0,长沙市,文家市,浏阳市,20.88,84,991.7,21.0,30.7969,test
816,P2905,2025-06-03 00:00:00,28.06,111.76,362.0,益阳市,清塘铺,安化县,20.37,100,968.0,17.8,35.1539,train
817,P1345,2025-06-03 00:00:00,28.07,109.38,799.3,湘西土家族苗族自治州,腊尔山,凤凰县,18.79,94,917.6,17.5,36.8285,train
818,P1321,2025-06-03 00:00:00,28.07,110.09,139.0,湘西土家族苗族自治州,罗家,泸溪县,23.37,100,992.3,20.0,38.2705,train
819,P5305,2025-06-03 00:00:00,28.07,112.92,39.0,长沙市,巴溪洲,岳麓区,23.47,95,1004.3,20.9,48.9801,train
820,P5348,2025-06-03 00:00:00,28.07,113.12,122.0,长沙市,冬斯港,雨花区,21.63,87,995.4,21.0,51.7866,test
821,P5293,2025-06-03 00:00:00,28.07,113.56,88.0,长沙市,青草,浏阳市,21.26,85,1000.2,21.1,39.1993,train
822,P5295,2025-06-03 00:00:00,28.07,113.99,166.0,长沙市,岩前,浏阳市,20.47,86,987.8,20.3,45.2522,train
823,P1358,2025-06-03 00:00:00,28.08,109.75,401.4,湘西土家族苗族自治州,雷公洞,凤凰县,16.7,82,961.3,17.8,31.1448,train
824,P4420,2025-06-03 00:00:00,28.08,111.37,243.0,娄底市,龙溪,新化县,20.99,95,978.7,19.1,47.9699,train
825,P5463,2025-06-03 00:00:00,28.08,112.99,58.0,长沙市,黑石铺,天心区,21.93,84,1001.4,21.8,46.2932,test
826,P5431,2025-06-03 00:00:00,28.08,113.47,98.0,长沙市,葛家,浏阳市,23.72,96,997.3,20.9,53.9076,train
827,P5143,2025-06-03 00:00:00,28.09,113.18,23.0,长沙市,黄兴镇林塘,长沙县,22.7,88,1002.9,21.6,44.6801,train
828,P5398,2025-06-03 00:00:00,28.09,113.87,189.0,长沙市,中和,浏阳市,20.93,89,986.6,20.1,45.1324,train
829,P1348,2025-06-03 00:00:00,28.1,109.6,337.4,湘西土家族苗族自治州,吉信,凤凰县,17.67,83,969.3,18.5,40.6708,train
830,P2910,2025-06-03 00:00:00,28.1,111.58,198.8,益阳市,乐安,安化县,22.1,100,984.4,19.1,56.1195,test
831,P5416,2025-06-03 00:00:00,28.1,111.94,287.0,长沙市,巷子口,宁乡市,18.7,81,976.2,19.8,39.8741,train
832,P5382,2025-06-03 00:00:00,28.1,112.74,59.0,长沙市,莲花,岳麓区,23.44,92,1000.8,21.4,42.6799,train
833,P5390,2025-06-03 00:00:00,28.1,112.86,60.0,长沙市,含浦,岳麓区,21.38,86,1000.4,21.0,45.7016,train
834,P1302,2025-06-03 00:00:00,28.11,109.89,383.2,湘西土家族苗族自治州,永兴场,泸溪县,21.02,100,963.9,18.3,39.1005,train
835,57687,2025-06-03 00:00:00,28.11,112.79,119.0,长沙市,长沙,岳麓区,23.09,97,994.6,20.3,40.6737,test
836,P5304,2025-06-03 00:00:00,28.11,112.93,46.0,长沙市,大王山,岳麓区,21.02,81,1003.1,21.7,44.1343,train
837,P5101,2025-06-03 00:00:00,28.11,113.03,72.0,长沙市,省植物园,雨花区,21.8,84,998.4,21.7,47.4981,train
838,P5337,2025-06-03 00:00:00,28.12,112.23,112.0,长沙市,云山,宁乡市,19.89,81,996.4,20.8,33.8804,train
839,P5420,2025-06-03 00:00:00,28.12,112.98,79.0,长沙市,天心区政府,天心区,21.54,82,999.2,21.9,44.9574,train
840,P1300,2025-06-03 00:00:00,28.13,109.73,140.2,湘西土家族苗族自治州,水卡,泸溪县,20.9,94,985.5,19.2,43.7305,test
841,P1303,2025-06-03 00:00:00,28.13,109.89,345.0,湘西土家族苗族自治州,小章,泸溪县,20.94,99,967.0,18.4,43.0108,train
842,P5373,2025-06-03 00:00:00,28.13,112.03,192.0,长沙市,联花,宁乡市,20.62,91,987.5,19.5,46.5986,train
843,P5388,2025-06-03 00:00:00,28.13,112.67,74.0,长沙市,泉水冲水库,岳麓区,24.1,100,999.7,20.5,49.3951,train
844,P5383,2025-06-03 00:00:00,28.13,112.9,38.0,长沙市,学士,岳麓区,20.61,78,1004.5,22.0,41.7052,train
845,P5306,2025-06-03 00:00:00,28.13,112.92,30.0,长沙市,洋湖湿地,岳麓区,21.8,81,1005.0,22.3,42.8979,test
846,P5404,2025-06-03 00:00:00,28.13,113.37,122.0,长沙市,江背,长沙县,21.78,86,993.4,21.3,43.9198,train
847,P2927,2025-06-03 00:00:00,28.14,111.66,188.7,益阳市,梅城,安化县,21.47,99,987.1,18.8,46.1828,train
848,P5333,2025-06-03 00:00:00,28.14,112.96,92.0,长沙市,南郊公园,天心区,20.75,79,999.0,21.9,41.9772,train
849,P5500,2025-06-03 00:00:00,28.14,112.99,91.0,长沙市,林科大,天心区,20.76,80,997.7,21.7,37.1955,train
850,P1104,2025-06-03 00:00:00,28.15,109.38,837.6,湘西土家族苗族自治州,两林,凤凰县,20.24,100,914.0,17.7,30.7791,test
851,P1422,2025-06-03 00:00:00,28.16,109.73,172.8,湘西土家族苗族自治州,大兴,吉首市,22.8,100,987.5,19.6,49.1482,train
852,P4021,2025-06-03 00:00:00,28.16,110.64,348.4,怀化市,低庄镇大渭溪,溆浦县,21.07,99,969.3,18.5,43.9226,train
853,P5347,2025-06-03 00:00:00,28.16,112.98,104.0,长沙市,七里庙,雨花区,25.65,93,997.9,22.7,47.3021,train
854,57688,2025-06-03 00:00:00,28.16,113.63,101.1,长沙市,浏阳,浏阳市,21.02,83,996.5,21.3,39.173,train
855,P1346,2025-06-03 00:00:00,28.17,109.61,226.0,湘西土家族苗族自治州,拉务,凤凰县,19.47,87,980.7,19.3,35.3839,test
856,P1298,2025-06-03 00:00:00,28.17,109.95,213.8,湘西土家族苗族自治州,白羊溪,泸溪县,21.12,98,981.9,18.7,46.7742,train
857,P3734,2025-06-03 00:00:00,28.17,110.21,172.5,怀化市,田头坪,辰溪县,21.88,99,989.8,19.1,39.6571,train
858,P5384,2025-06-03 00:00:00,28.17,112.94,34.0,长沙市,天马,岳麓区,20.99,78,1004.5,22.3,43.9675,train
