id,Station_Id_C,time,Lat,Lon,Alti,City,Station_Name,Cnty,VAP,RHU,PRS,TEM,PWV,dataset,PWV,formatted_time
741,P4446,2025/06/03 00:00,27.88,111.37,279.4,娄底市,水竹,新化县,21.12,95,976.4,19.2,47.3888,train,47.3888,2025-06-03 00:00:00
742,P4563,2025/06/03 00:00,27.88,111.65,613.5,娄底市,古塘,涟源市,18.08,86,940.7,18.3,38.4645,train,38.4645,2025-06-03 00:00:00
743,57773,2025/06/03 00:00,27.88,112.83,63.8,湘潭市,湘潭观测站,雨湖区,22.26,89,1000.9,21.1,45.729,train,45.729,2025-06-03 00:00:00
744,P5709,2025/06/03 00:00,27.88,113.07,49.0,株洲市,清水塘,石峰区,21.85,89,1003.0,20.8,44.01,train,44.01,2025-06-03 00:00:00
745,P5732,2025/06/03 00:00,27.88,113.12,100.0,株洲市,先锋,石峰区,21.61,88,998.0,20.8,48.5252,test,48.5252,2025-06-03 00:00:00
746,P5722,2025/06/03 00:00,27.88,113.43,123.5,株洲市,官庄水库,醴陵市,23.81,100,993.5,20.3,49.8898,train,49.8898,2025-06-03 00:00:00
747,P5745,2025/06/03 00:00,27.88,113.49,122.8,株洲市,桃花,醴陵市,21.63,92,992.6,20.1,50.4823,train,50.4823,2025-06-03 00:00:00
748,P1367,2025/06/03 00:00,27.89,109.55,398.9,湘西土家族苗族自治州,林峰,凤凰县,17.02,82,962.3,18.1,29.1241,train,29.1241,2025-06-03 00:00:00
749,P4116,2025/06/03 00:00,27.89,109.64,220.1,怀化市,石羊哨,麻阳苗族自治县,21.82,100,984.5,18.9,46.0368,train,46.0368,2025-06-03 00:00:00
750,P3759,2025/06/03 00:00,27.89,109.89,162.9,怀化市,兰里,麻阳苗族自治县,22.8,100,990.9,19.6,49.1482,test,49.1482,2025-06-03 00:00:00
751,P4404,2025/06/03 00:00,27.89,111.52,442.0,娄底市,华新,新化县,20.26,97,958.3,18.2,39.2374,train,39.2374,2025-06-03 00:00:00
752,P4821,2025/06/03 00:00,27.89,112.53,69.9,湘潭市,高铁南站,韶山市,20.86,86,997.7,20.6,30.1444,train,30.1444,2025-06-03 00:00:00
753,57771,2025/06/03 00:00,27.89,112.59,127.6,湘潭市,韶山,韶山市,23.38,97,993.5,20.5,45.2854,train,45.2854,2025-06-03 00:00:00
754,P4816,2025/06/03 00:00,27.89,112.97,60.0,湘潭市,荷塘,岳塘区,21.02,81,1000.7,21.7,43.3489,train,43.3489,2025-06-03 00:00:00
755,P5711,2025/06/03 00:00,27.9,113.21,52.0,株洲市,明照,荷塘区,22.12,89,1002.7,21.0,43.0973,test,43.0973,2025-06-03 00:00:00
756,P1349,2025/06/03 00:00,27.91,109.31,673.9,湘西土家族苗族自治州,龙塘河水库,凤凰县,19.51,97,931.1,17.6,35.7624,train,35.7624,2025-06-03 00:00:00
757,57752,2025/06/03 00:00,27.91,110.6,207.4,怀化市,溆浦,溆浦县,22.24,100,985.7,19.2,45.4,train,45.4,2025-06-03 00:00:00
758,P4567,2025/06/03 00:00,27.91,111.85,181.0,娄底市,七星中学,涟源市,20.24,85,987.7,20.3,41.2857,train,41.2857,2025-06-03 00:00:00
759,P5509,2025/06/03 00:00,27.91,113.69,90.0,长沙市,金刚,浏阳市,21.15,82,997.8,21.6,35.7671,train,35.7671,2025-06-03 00:00:00
760,P1368,2025/06/03 00:00,27.92,109.61,322.0,湘西土家族苗族自治州,古城,凤凰县,22.1,100,969.6,19.1,41.0475,test,41.0475,2025-06-03 00:00:00
761,P4618,2025/06/03 00:00,27.92,111.97,272.0,娄底市,双江水库,娄星区,20.52,90,979.1,19.6,41.2706,train,41.2706,2025-06-03 00:00:00
762,P5342,2025/06/03 00:00,27.92,112.12,201.0,长沙市,田心铺,宁乡市,19.51,84,986.3,19.9,34.6872,train,34.6872,2025-06-03 00:00:00
763,P4815,2025/06/03 00:00,27.92,112.43,134.6,湘潭市,新联,韶山市,24.25,100,990.5,20.6,62.5373,train,62.5373,2025-06-03 00:00:00
764,P4818,2025/06/03 00:00,27.92,112.59,72.4,湘潭市,银田,韶山市,21.12,86,997.9,20.8,35.4186,train,35.4186,2025-06-03 00:00:00
765,P4865,2025/06/03 00:00,27.92,112.96,38.0,湘潭市,九华,雨湖区,26.27,100,1003.8,21.9,46.2088,test,46.2088,2025-06-03 00:00:00
766,P5744,2025/06/03 00:00,27.92,113.52,194.1,株洲市,大口坪,醴陵市,20.54,89,986.8,19.8,46.598,train,46.598,2025-06-03 00:00:00
767,P5706,2025/06/03 00:00,27.93,113.07,95.0,株洲市,白马,石峰区,21.36,87,1002.0,20.8,47.4499,train,47.4499,2025-06-03 00:00:00
768,P4806,2025/06/03 00:00,27.94,112.3,72.0,湘潭市,金薮,湘乡市,21.32,89,988.0,20.4,58.3822,train,58.3822,2025-06-03 00:00:00
769,P4802,2025/06/03 00:00,27.94,113.0,36.0,湘潭市,昭山,岳塘区,21.78,86,1003.5,21.3,48.4642,train,48.4642,2025-06-03 00:00:00
770,P5705,2025/06/03 00:00,27.94,113.25,115.0,株洲市,仙庾岭,荷塘区,21.96,90,997.6,20.7,48.328,test,48.328,2025-06-03 00:00:00
771,57740,2025/06/03 00:00,27.95,109.6,353.0,湘西土家族苗族自治州,凤凰,凤凰县,20.2,92,969.4,19.0,46.4,train,46.4,2025-06-03 00:00:00
772,P4122,2025/06/03 00:00,27.95,110.77,290.3,怀化市,油洋,溆浦县,20.95,96,976.6,18.9,43.2246,train,43.2246,2025-06-03 00:00:00
773,P3751,2025/06/03 00:00,27.95,110.84,323.8,怀化市,三江,溆浦县,19.99,100,973.4,17.5,40.5752,train,40.5752,2025-06-03 00:00:00
774,P5712,2025/06/03 00:00,27.95,113.14,54.0,株洲市,鸡嘴山,石峰区,21.99,89,1002.7,20.9,45.2479,train,45.2479,2025-06-03 00:00:00
775,P5703,2025/06/03 00:00,27.95,113.18,62.0,株洲市,龙升,石峰区,23.18,95,1001.9,20.7,44.8374,test,44.8374,2025-06-03 00:00:00
776,P5471,2025/06/03 00:00,27.95,113.66,145.0,长沙市,杨花,浏阳市,20.13,81,991.1,21.0,45.1305,train,45.1305,2025-06-03 00:00:00
777,P1333,2025/06/03 00:00,27.96,109.99,172.6,湘西土家族苗族自治州,石榴坪,泸溪县,21.88,99,988.6,19.1,46.4037,train,46.4037,2025-06-03 00:00:00
778,P3750,2025/06/03 00:00,27.96,110.16,131.5,怀化市,潭湾敬老院,辰溪县,22.9,98,994.5,20.0,41.9866,train,41.9866,2025-06-03 00:00:00
779,P4804,2025/06/03 00:00,27.96,112.47,106.6,湘潭市,石屏,韶山市,19.52,79,995.5,20.9,37.2305,train,37.2305,2025-06-03 00:00:00
780,P5707,2025/06/03 00:00,27.96,113.17,63.0,株洲市,龙头铺,石峰区,22.8,94,1001.7,20.6,51.1032,test,51.1032,2025-06-03 00:00:00
781,P3749,2025/06/03 00:00,27.97,110.29,149.0,怀化市,倒洑,辰溪县,23.08,100,992.7,19.8,50.6671,train,50.6671,2025-06-03 00:00:00
782,P3803,2025/06/03 00:00,27.97,110.34,173.5,怀化市,桃田坳,辰溪县,22.06,98,989.8,19.4,33.467,train,33.467,2025-06-03 00:00:00
783,P5514,2025/06/03 00:00,27.97,112.32,106.0,长沙市,花果山,宁乡市,21.89,87,995.7,21.2,52.8869,train,52.8869,2025-06-03 00:00:00
784,P5704,2025/06/03 00:00,27.97,113.23,83.0,株洲市,黄塘,荷塘区,21.96,90,999.2,20.7,41.5262,train,41.5262,2025-06-03 00:00:00
785,P1421,2025/06/03 00:00,27.98,109.35,650.8,湘西土家族苗族自治州,麻冲,凤凰县,18.83,96,933.3,17.2,37.9148,test,37.9148,2025-06-03 00:00:00
786,P4583,2025/06/03 00:00,27.98,111.66,488.0,娄底市,漆树,涟源市,21.02,100,951.2,18.3,38.9546,train,38.9546,2025-06-03 00:00:00
787,P5199,2025/06/03 00:00,27.98,113.73,125.0,长沙市,大瑶,浏阳市,22.87,92,993.3,21.0,49.7413,train,49.7413,2025-06-03 00:00:00
788,P1357,2025/06/03 00:00,27.99,109.51,378.5,湘西土家族苗族自治州,长潭岗水库,凤凰县,20.39,97,964.2,18.3,44.5389,train,44.5389,2025-06-03 00:00:00
789,P5447,2025/06/03 00:00,27.99,112.01,250.0,长沙市,田坪,宁乡市,21.33,93,979.3,19.7,53.494,train,53.494,2025-06-03 00:00:00
790,P5140,2025/06/03 00:00,27.99,112.98,31.0,长沙市,兴马洲,天心区,20.74,78,1004.3,22.1,41.0769,test,41.0769,2025-06-03 00:00:00
791,P1472,2025/06/03 00:00,28.0,109.8,279.5,湘西土家族苗族自治州,踏虎,泸溪县,20.82,96,975.9,18.8,43.7074,train,43.7074,2025-06-03 00:00:00
792,P1463,2025/06/03 00:00,28.0,109.89,202.1,湘西土家族苗族自治州,晒洲田,泸溪县,21.55,100,983.9,18.7,46.6781,train,46.6781,2025-06-03 00:00:00
793,P5508,2025/06/03 00:00,28.0,112.12,129.0,长沙市,流沙河,宁乡市,21.08,88,994.2,20.4,46.0939,train,46.0939,2025-06-03 00:00:00
794,P4801,2025/06/03 00:00,28.0,112.46,123.0,湘潭市,金石,湘乡市,21.73,93,995.0,20.0,48.1607,train,48.1607,2025-06-03 00:00:00
795,P5700,2025/06/03 00:00,28.0,113.19,63.5,株洲市,云田,石峰区,25.17,100,1001.4,21.2,48.9518,test,48.9518,2025-06-03 00:00:00
796,P5467,2025/06/03 00:00,28.0,113.43,81.0,长沙市,书院,浏阳市,21.69,90,998.4,20.5,47.2119,train,47.2119,2025-06-03 00:00:00
797,P5294,2025/06/03 00:00,28.0,113.77,94.0,长沙市,澄潭江,浏阳市,21.27,84,996.8,21.3,38.7254,train,38.7254,2025-06-03 00:00:00
798,P1295,2025/06/03 00:00,28.01,110.0,235.1,湘西土家族苗族自治州,公羊,泸溪县,21.34,99,980.1,18.7,47.544,train,47.544,2025-06-03 00:00:00
799,57658,2025/06/03 00:00,28.01,110.19,155.3,怀化市,辰溪,辰溪县,22.06,95,991.8,19.9,47.3,train,47.3,2025-06-03 00:00:00
800,P5499,2025/06/03 00:00,28.01,112.98,51.0,长沙市,花园岭,天心区,22.98,93,1001.9,20.9,47.5992,test,47.5992,2025-06-03 00:00:00
801,P1375,2025/06/03 00:00,28.02,109.52,444.0,湘西土家族苗族自治州,建塘,凤凰县,19.63,97,956.7,17.7,35.4992,train,35.4992,2025-06-03 00:00:00
802,P4432,2025/06/03 00:00,28.02,111.28,156.6,娄底市,何家坪,新化县,22.51,100,986.9,19.4,49.9449,train,49.9449,2025-06-03 00:00:00
803,P4807,2025/06/03 00:00,28.02,112.5,111.3,湘潭市,云源,韶山市,20.49,85,993.7,20.5,41.931,train,41.931,2025-06-03 00:00:00
804,P4043,2025/06/03 00:00,28.03,110.44,488.0,怀化市,谭家场,辰溪县,20.6,98,951.4,18.3,42.2061,train,42.2061,2025-06-03 00:00:00
805,P5339,2025/06/03 00:00,28.03,112.03,348.0,长沙市,草冲,宁乡市,19.85,86,968.6,19.8,45.4368,test,45.4368,2025-06-03 00:00:00
806,P5486,2025/06/03 00:00,28.03,112.26,128.0,长沙市,枫木桥,宁乡市,21.29,90,992.5,20.2,56.188,train,56.188,2025-06-03 00:00:00
807,P5488,2025/06/03 00:00,28.03,112.38,80.0,长沙市,双盆,宁乡市,20.87,85,998.7,20.8,35.6165,train,35.6165,2025-06-03 00:00:00
808,P5421,2025/06/03 00:00,28.03,112.79,44.0,长沙市,含浦干子,岳麓区,22.12,89,1002.6,21.0,43.1111,train,43.1111,2025-06-03 00:00:00
809,P1347,2025/06/03 00:00,28.04,109.46,605.5,湘西土家族苗族自治州,山江,凤凰县,20.89,100,938.9,18.2,37.6343,train,37.6343,2025-06-03 00:00:00
810,P2915,2025/06/03 00:00,28.04,111.09,221.9,益阳市,平口水厂,安化县,22.34,98,985.3,19.6,51.0517,test,51.0517,2025-06-03 00:00:00
811,P2930,2025/06/03 00:00,28.04,111.83,307.3,益阳市,高明,安化县,21.15,100,973.6,18.4,47.3999,train,47.3999,2025-06-03 00:00:00
812,P5436,2025/06/03 00:00,28.04,112.99,90.0,长沙市,省气象局,天心区,22.67,89,999.9,21.4,50.1181,train,50.1181,2025-06-03 00:00:00
813,P4121,2025/06/03 00:00,28.05,110.76,247.6,怀化市,祖师殿,溆浦县,21.69,100,981.1,18.8,43.6032,train,43.6032,2025-06-03 00:00:00
814,P5459,2025/06/03 00:00,28.05,112.64,80.0,长沙市,花明楼,宁乡市,21.58,89,1000.1,20.6,43.7602,train,43.7602,2025-06-03 00:00:00
815,P5103,2025/06/03 00:00,28.05,113.0,83.0,长沙市,西湖小学,天心区,22.45,86,998.1,21.8,43.9596,test,43.9596,2025-06-03 00:00:00
816,P5484,2025/06/03 00:00,28.05,113.93,154.0,长沙市,文家市,浏阳市,20.88,84,991.7,21.0,30.7969,train,30.7969,2025-06-03 00:00:00
817,P2905,2025/06/03 00:00,28.06,111.76,362.0,益阳市,清塘铺,安化县,20.37,100,968.0,17.8,35.1539,train,35.1539,2025-06-03 00:00:00
818,P1345,2025/06/03 00:00,28.07,109.38,799.3,湘西土家族苗族自治州,腊尔山,凤凰县,18.79,94,917.6,17.5,36.8285,train,36.8285,2025-06-03 00:00:00
819,P1321,2025/06/03 00:00,28.07,110.09,139.0,湘西土家族苗族自治州,罗家,泸溪县,23.37,100,992.3,20.0,38.2705,train,38.2705,2025-06-03 00:00:00
820,P5305,2025/06/03 00:00,28.07,112.92,39.0,长沙市,巴溪洲,岳麓区,23.47,95,1004.3,20.9,48.9801,test,48.9801,2025-06-03 00:00:00
821,P5348,2025/06/03 00:00,28.07,113.12,122.0,长沙市,冬斯港,雨花区,21.63,87,995.4,21.0,51.7866,train,51.7866,2025-06-03 00:00:00
822,P5293,2025/06/03 00:00,28.07,113.56,88.0,长沙市,青草,浏阳市,21.26,85,1000.2,21.1,39.1993,train,39.1993,2025-06-03 00:00:00
823,P5295,2025/06/03 00:00,28.07,113.99,166.0,长沙市,岩前,浏阳市,20.47,86,987.8,20.3,45.2522,train,45.2522,2025-06-03 00:00:00
824,P1358,2025/06/03 00:00,28.08,109.75,401.4,湘西土家族苗族自治州,雷公洞,凤凰县,16.7,82,961.3,17.8,31.1448,train,31.1448,2025-06-03 00:00:00
825,P4420,2025/06/03 00:00,28.08,111.37,243.0,娄底市,龙溪,新化县,20.99,95,978.7,19.1,47.9699,test,47.9699,2025-06-03 00:00:00
826,P5463,2025/06/03 00:00,28.08,112.99,58.0,长沙市,黑石铺,天心区,21.93,84,1001.4,21.8,46.2932,train,46.2932,2025-06-03 00:00:00
827,P5431,2025/06/03 00:00,28.08,113.47,98.0,长沙市,葛家,浏阳市,23.72,96,997.3,20.9,53.9076,train,53.9076,2025-06-03 00:00:00
828,P5143,2025/06/03 00:00,28.09,113.18,23.0,长沙市,黄兴镇林塘,长沙县,22.7,88,1002.9,21.6,44.6801,train,44.6801,2025-06-03 00:00:00
829,P5398,2025/06/03 00:00,28.09,113.87,189.0,长沙市,中和,浏阳市,20.93,89,986.6,20.1,45.1324,train,45.1324,2025-06-03 00:00:00
830,P1348,2025/06/03 00:00,28.1,109.6,337.4,湘西土家族苗族自治州,吉信,凤凰县,17.67,83,969.3,18.5,40.6708,test,40.6708,2025-06-03 00:00:00
831,P2910,2025/06/03 00:00,28.1,111.58,198.8,益阳市,乐安,安化县,22.1,100,984.4,19.1,56.1195,train,56.1195,2025-06-03 00:00:00
832,P5416,2025/06/03 00:00,28.1,111.94,287.0,长沙市,巷子口,宁乡市,18.7,81,976.2,19.8,39.8741,train,39.8741,2025-06-03 00:00:00
833,P5382,2025/06/03 00:00,28.1,112.74,59.0,长沙市,莲花,岳麓区,23.44,92,1000.8,21.4,42.6799,train,42.6799,2025-06-03 00:00:00
834,P5390,2025/06/03 00:00,28.1,112.86,60.0,长沙市,含浦,岳麓区,21.38,86,1000.4,21.0,45.7016,train,45.7016,2025-06-03 00:00:00
835,P1302,2025/06/03 00:00,28.11,109.89,383.2,湘西土家族苗族自治州,永兴场,泸溪县,21.02,100,963.9,18.3,39.1005,test,39.1005,2025-06-03 00:00:00
836,57687,2025/06/03 00:00,28.11,112.79,119.0,长沙市,长沙,岳麓区,23.09,97,994.6,20.3,40.6737,train,40.6737,2025-06-03 00:00:00
837,P5304,2025/06/03 00:00,28.11,112.93,46.0,长沙市,大王山,岳麓区,21.02,81,1003.1,21.7,44.1343,train,44.1343,2025-06-03 00:00:00
838,P5101,2025/06/03 00:00,28.11,113.03,72.0,长沙市,省植物园,雨花区,21.8,84,998.4,21.7,47.4981,train,47.4981,2025-06-03 00:00:00
839,P5337,2025/06/03 00:00,28.12,112.23,112.0,长沙市,云山,宁乡市,19.89,81,996.4,20.8,33.8804,train,33.8804,2025-06-03 00:00:00
840,P5420,2025/06/03 00:00,28.12,112.98,79.0,长沙市,天心区政府,天心区,21.54,82,999.2,21.9,44.9574,test,44.9574,2025-06-03 00:00:00
841,P1300,2025/06/03 00:00,28.13,109.73,140.2,湘西土家族苗族自治州,水卡,泸溪县,20.9,94,985.5,19.2,43.7305,train,43.7305,2025-06-03 00:00:00
842,P1303,2025/06/03 00:00,28.13,109.89,345.0,湘西土家族苗族自治州,小章,泸溪县,20.94,99,967.0,18.4,43.0108,train,43.0108,2025-06-03 00:00:00
843,P5373,2025/06/03 00:00,28.13,112.03,192.0,长沙市,联花,宁乡市,20.62,91,987.5,19.5,46.5986,train,46.5986,2025-06-03 00:00:00
844,P5388,2025/06/03 00:00,28.13,112.67,74.0,长沙市,泉水冲水库,岳麓区,24.1,100,999.7,20.5,49.3951,train,49.3951,2025-06-03 00:00:00
845,P5383,2025/06/03 00:00,28.13,112.9,38.0,长沙市,学士,岳麓区,20.61,78,1004.5,22.0,41.7052,test,41.7052,2025-06-03 00:00:00
846,P5306,2025/06/03 00:00,28.13,112.92,30.0,长沙市,洋湖湿地,岳麓区,21.8,81,1005.0,22.3,42.8979,train,42.8979,2025-06-03 00:00:00
847,P5404,2025/06/03 00:00,28.13,113.37,122.0,长沙市,江背,长沙县,21.78,86,993.4,21.3,43.9198,train,43.9198,2025-06-03 00:00:00
848,P2927,2025/06/03 00:00,28.14,111.66,188.7,益阳市,梅城,安化县,21.47,99,987.1,18.8,46.1828,train,46.1828,2025-06-03 00:00:00
849,P5333,2025/06/03 00:00,28.14,112.96,92.0,长沙市,南郊公园,天心区,20.75,79,999.0,21.9,41.9772,train,41.9772,2025-06-03 00:00:00
850,P5500,2025/06/03 00:00,28.14,112.99,91.0,长沙市,林科大,天心区,20.76,80,997.7,21.7,37.1955,test,37.1955,2025-06-03 00:00:00
851,P1104,2025/06/03 00:00,28.15,109.38,837.6,湘西土家族苗族自治州,两林,凤凰县,20.24,100,914.0,17.7,30.7791,train,30.7791,2025-06-03 00:00:00
852,P1422,2025/06/03 00:00,28.16,109.73,172.8,湘西土家族苗族自治州,大兴,吉首市,22.8,100,987.5,19.6,49.1482,train,49.1482,2025-06-03 00:00:00
853,P4021,2025/06/03 00:00,28.16,110.64,348.4,怀化市,低庄镇大渭溪,溆浦县,21.07,99,969.3,18.5,43.9226,train,43.9226,2025-06-03 00:00:00
854,P5347,2025/06/03 00:00,28.16,112.98,104.0,长沙市,七里庙,雨花区,25.65,93,997.9,22.7,47.3021,train,47.3021,2025-06-03 00:00:00
855,57688,2025/06/03 00:00,28.16,113.63,102.6,长沙市,浏阳,浏阳市,20.64,82,996.5,21.2,52.0,test,52.0,2025-06-03 00:00:00
856,P1346,2025/06/03 00:00,28.17,109.61,226.0,湘西土家族苗族自治州,拉务,凤凰县,19.47,87,980.7,19.3,35.3839,train,35.3839,2025-06-03 00:00:00
857,P1298,2025/06/03 00:00,28.17,109.95,213.8,湘西土家族苗族自治州,白羊溪,泸溪县,21.12,98,981.9,18.7,46.7742,train,46.7742,2025-06-03 00:00:00
858,P3734,2025/06/03 00:00,28.17,110.21,172.5,怀化市,田头坪,辰溪县,21.88,99,989.8,19.1,39.6571,train,39.6571,2025-06-03 00:00:00
859,P5384,2025/06/03 00:00,28.17,112.94,34.0,长沙市,天马,岳麓区,20.99,78,1004.5,22.3,43.9675,train,43.9675,2025-06-03 00:00:00
860,P5332,2025/06/03 00:00,28.17,113.1,37.0,长沙市,敢胜,长沙县,22.07,82,1004.2,22.3,44.4473,test,44.4473,2025-06-03 00:00:00
861,P5647,2025/06/03 00:00,28.17,113.13,41.0,长沙市,花园,长沙县,21.67,81,1003.9,22.2,47.6615,train,47.6615,2025-06-03 00:00:00
862,P1374,2025/06/03 00:00,28.18,109.46,766.4,湘西土家族苗族自治州,大坪,凤凰县,16.27,84,921.2,17.0,20.9577,train,20.9577,2025-06-03 00:00:00
863,P5343,2025/06/03 00:00,28.18,112.76,70.0,长沙市,牌楼坝,望城区,21.65,85,1000.0,21.4,47.2245,train,47.2245,2025-06-03 00:00:00
864,P5359,2025/06/03 00:00,28.18,113.85,121.0,长沙市,株树桥水库,浏阳市,21.34,88,995.3,20.6,39.6305,train,39.6305,2025-06-03 00:00:00
865,P1473,2025/06/03 00:00,28.19,110.11,325.8,湘西土家族苗族自治州,顺江田,泸溪县,21.39,98,970.0,18.9,46.2689,test,46.2689,2025-06-03 00:00:00
866,P5331,2025/06/03 00:00,28.19,111.96,574.0,长沙市,沩山,宁乡市,16.01,72,940.3,19.2,23.118,train,23.118,2025-06-03 00:00:00
867,P5336,2025/06/03 00:00,28.19,112.52,67.0,长沙市,金州村,宁乡市,21.96,90,1000.6,20.7,44.9255,train,44.9255,2025-06-03 00:00:00
868,P5501,2025/06/03 00:00,28.19,112.94,49.0,长沙市,湖南师大,岳麓区,22.33,80,1002.5,22.9,50.5285,train,50.5285,2025-06-03 00:00:00
869,P5330,2025/06/03 00:00,28.19,112.97,64.0,长沙市,天心公园,天心区,21.12,78,1002.3,22.4,43.2074,train,43.2074,2025-06-03 00:00:00
870,P5440,2025/06/03 00:00,28.19,113.02,41.0,长沙市,荷花园,芙蓉区,23.99,87,1004.6,22.7,54.5825,test,54.5825,2025-06-03 00:00:00
871,P5296,2025/06/03 00:00,28.19,113.52,417.0,长沙市,菖蒲岭,浏阳市,21.96,100,960.4,19.0,44.1996,train,44.1996,2025-06-03 00:00:00
872,P1442,2025/06/03 00:00,28.2,109.83,365.1,湘西土家族苗族自治州,楠木,吉首市,21.02,100,965.4,18.3,37.0532,train,37.0532,2025-06-03 00:00:00
873,P1371,2025/06/03 00:00,28.2,109.98,359.9,湘西土家族苗族自治州,马入田,泸溪县,17.67,83,966.4,18.5,40.6029,train,40.6029,2025-06-03 00:00:00
874,P5437,2025/06/03 00:00,28.2,112.91,37.0,长沙市,梅溪湖,岳麓区,22.21,82,1004.1,22.4,42.6452,train,42.6452,2025-06-03 00:00:00
875,P5599,2025/06/03 00:00,28.2,112.92,37.0,长沙市,望城坡,岳麓区,21.39,79,1004.2,22.4,47.1029,test,47.1029,2025-06-03 00:00:00
876,P5441,2025/06/03 00:00,28.2,113.0,36.0,长沙市,晓园公园,芙蓉区,20.78,74,1004.1,23.0,42.0298,train,42.0298,2025-06-03 00:00:00
877,P5434,2025/06/03 00:00,28.2,113.05,60.0,长沙市,东岸,芙蓉区,22.17,78,1004.7,23.2,47.3506,train,47.3506,2025-06-03 00:00:00
878,P5363,2025/06/03 00:00,28.2,114.08,223.0,长沙市,小河,浏阳市,20.88,84,981.5,21.0,37.2884,train,37.2884,2025-06-03 00:00:00
879,P1099,2025/06/03 00:00,28.21,109.56,268.4,湘西土家族苗族自治州,黄石洞水库,吉首市,18.53,86,973.5,18.7,29.5795,train,29.5795,2025-06-03 00:00:00
880,P1438,2025/06/03 00:00,28.21,109.67,261.4,湘西土家族苗族自治州,高新区,吉首市,26.59,97,976.1,22.6,48.8953,test,48.8953,2025-06-03 00:00:00
881,P1233,2025/06/03 00:00,28.21,109.7,265.6,湘西土家族苗族自治州,周家寨,吉首市,21.7,97,976.1,19.3,44.5949,train,44.5949,2025-06-03 00:00:00
882,P1236,2025/06/03 00:00,28.21,109.81,176.6,湘西土家族苗族自治州,河溪,吉首市,22.16,96,986.8,19.8,49.1869,train,49.1869,2025-06-03 00:00:00
883,57657,2025/06/03 00:00,28.21,110.23,216.4,湘西土家族苗族自治州,泸溪,泸溪县,21.55,100,984.5,18.7,49.9173,train,49.9173,2025-06-03 00:00:00
884,P5298,2025/06/03 00:00,28.21,112.73,75.0,长沙市,白箬铺,望城区,21.38,86,1000.6,21.0,45.7545,train,45.7545,2025-06-03 00:00:00
885,P5346,2025/06/03 00:00,28.21,112.96,36.0,长沙市,银盆岭,岳麓区,20.83,76,1004.1,22.6,43.0742,test,43.0742,2025-06-03 00:00:00
886,P5438,2025/06/03 00:00,28.21,113.03,31.0,长沙市,马王堆,芙蓉区,22.47,81,1004.5,22.8,47.0554,train,47.0554,2025-06-03 00:00:00
887,P5439,2025/06/03 00:00,28.21,113.06,75.0,长沙市,马坡岭,芙蓉区,21.8,84,1001.8,21.7,43.8566,train,43.8566,2025-06-03 00:00:00
888,57679,2025/06/03 00:00,28.21,113.2,103.6,长沙市,长沙黄花,长沙县,20.89,82,996.6,21.4,45.9,train,45.9,2025-06-03 00:00:00
889,P1291,2025/06/03 00:00,28.22,110.09,290.9,湘西土家族苗族自治州,大长坡,泸溪县,20.95,96,973.4,18.9,45.1208,train,45.1208,2025-06-03 00:00:00
890,P5266,2025/06/03 00:00,28.22,112.11,242.0,长沙市,石龙洞,宁乡市,21.48,96,980.3,19.3,53.9574,test,53.9574,2025-06-03 00:00:00
891,P5322,2025/06/03 00:00,28.22,112.26,121.0,长沙市,喻家坳,宁乡市,20.25,84,995.1,20.5,40.5528,train,40.5528,2025-06-03 00:00:00
892,P5345,2025/06/03 00:00,28.22,112.8,36.0,长沙市,真人桥,望城区,23.13,87,1000.1,22.1,48.4575,train,48.4575,2025-06-03 00:00:00
893,P5218,2025/06/03 00:00,28.22,112.94,49.0,长沙市,咸嘉湖,岳麓区,21.51,78,1003.3,22.7,48.739,train,48.739,2025-06-03 00:00:00
894,P5372,2025/06/03 00:00,28.22,113.11,58.0,长沙市,长桥公园,长沙县,20.73,77,1001.9,22.3,35.9561,train,35.9561,2025-06-03 00:00:00
895,P5314,2025/06/03 00:00,28.22,113.19,70.0,长沙市,黄龙小学,长沙县,20.49,78,1000.2,21.9,30.9842,test,30.98420001,2025-06-03 00:00:00
896,P1439,2025/06/03 00:00,28.23,109.57,667.8,湘西土家族苗族自治州,十八湾,吉首市,18.99,87,931.8,18.9,35.2609,train,35.2609,2025-06-03 00:00:00
897,P3733,2025/06/03 00:00,28.23,110.29,179.0,怀化市,筲箕湾,沅陵县,22.37,100,990.3,19.3,33.0011,train,33.0011,2025-06-03 00:00:00
898,P5230,2025/06/03 00:00,28.23,112.69,41.0,长沙市,天马新村,宁乡市,21.83,90,1003.0,20.6,41.3067,train,41.3067,2025-06-03 00:00:00
899,P5328,2025/06/03 00:00,28.23,112.96,65.0,长沙市,岳北,岳麓区,21.49,77,1004.0,22.9,46.8875,train,46.8875,2025-06-03 00:00:00
900,P5653,2025/06/03 00:00,28.23,113.01,38.0,长沙市,马栏山,开福区,21.09,76,1003.9,22.8,39.9415,test,39.9415,2025-06-03 00:00:00
901,P5126,2025/06/03 00:00,28.23,113.06,71.0,长沙市,金科公园,长沙县,20.98,77,1001.5,22.5,39.9073,train,39.9073,2025-06-03 00:00:00
902,57649,2025/06/03 00:00,28.24,109.68,253.6,湘西土家族苗族自治州,吉首,吉首市,21.1,92,980.0,19.7,45.1,train,45.1,2025-06-03 00:00:00
903,P1306,2025/06/03 00:00,28.24,110.02,130.0,湘西土家族苗族自治州,甘溪,泸溪县,22.11,97,993.8,19.6,51.269,train,51.269,2025-06-03 00:00:00
