id,Station_Id_C,time,Lat,Lon,Alti,City,Station_Name,Cnty,VAP,RHU,PRS,TEM,pwv,dataset,formatted_time,id,predict,rh,sp,t2m,target
758,P4567,2025/06/03 00:00,27.91,111.85,181.0,娄底市,七星中学,涟源市,20.24,85,987.7,20.3,41.2857,train,2025-06-03 00:00:00,1210.0,44.31979,72.6,97634.75,19.94,1210.0
759,P5509,2025/06/03 00:00,27.91,113.69,90.0,长沙市,金刚,浏阳市,21.15,82,997.8,21.6,35.7671,train,2025-06-03 00:00:00,1227.0,44.529156,88.12,98857.35,20.5,1227.0
760,P1368,2025/06/03 00:00,27.92,109.61,322.0,湘西土家族苗族自治州,古城,凤凰县,22.1,100,969.6,19.1,41.0475,test,2025-06-03 00:00:00,1210.0,44.31979,72.6,97634.75,19.94,1210.0
761,P4618,2025/06/03 00:00,27.92,111.97,272.0,娄底市,双江水库,娄星区,20.52,90,979.1,19.6,41.2706,train,2025-06-03 00:00:00,1210.0,44.31979,72.6,97634.75,19.94,1210.0
762,P5342,2025/06/03 00:00,27.92,112.12,201.0,长沙市,田心铺,宁乡市,19.51,84,986.3,19.9,34.6872,train,2025-06-03 00:00:00,1211.0,44.300392,73.5,98305.15,20.33,1211.0
763,P4815,2025/06/03 00:00,27.92,112.43,134.6,湘潭市,新联,韶山市,24.25,100,990.5,20.6,62.5373,train,2025-06-03 00:00:00,1214.0,45.10254,76.25,99166.35,20.82,1214.0
764,P4818,2025/06/03 00:00,27.92,112.59,72.4,湘潭市,银田,韶山市,21.12,86,997.9,20.8,35.4186,train,2025-06-03 00:00:00,1216.0,44.87057,78.1,99624.35,21.0,1216.0
765,P4865,2025/06/03 00:00,27.92,112.96,38.0,湘潭市,九华,雨湖区,26.27,100,1003.8,21.9,46.2088,test,2025-06-03 00:00:00,1220.0,47.088818,81.62,99896.75,21.06,1220.0
766,P5744,2025/06/03 00:00,27.92,113.52,194.1,株洲市,大口坪,醴陵市,20.54,89,986.8,19.8,46.598,train,2025-06-03 00:00:00,1225.0,42.905167,85.61,98871.35,20.51,1225.0
767,P5706,2025/06/03 00:00,27.93,113.07,95.0,株洲市,白马,石峰区,21.36,87,1002,20.8,47.4499,train,2025-06-03 00:00:00,1221.0,45.577923,82.15,99802.35,20.99,1221.0
768,P4806,2025/06/03 00:00,27.94,112.3,72.0,湘潭市,金薮,湘乡市,21.32,89,988,20.4,58.3822,train,2025-06-03 00:00:00,1213.0,44.231956,75.36,98987.55,20.75,1213.0
769,P4802,2025/06/03 00:00,27.94,113.0,36.0,湘潭市,昭山,岳塘区,21.78,86,1003.5,21.3,48.4642,train,2025-06-03 00:00:00,1220.0,47.088818,81.62,99896.75,21.06,1220.0
770,P5705,2025/06/03 00:00,27.94,113.25,115.0,株洲市,仙庾岭,荷塘区,21.96,90,997.6,20.7,48.328,test,2025-06-03 00:00:00,1223.0,45.57739,84.03,99372.55,20.78,1223.0
771,57740,2025/06/03 00:00,27.95,109.6,353.0,湘西土家族苗族自治州,凤凰,凤凰县,20.2,92,969.4,19.0,46.4,train,2025-06-03 00:00:00,1210.0,44.31979,72.6,97634.75,19.94,1210.0
772,P4122,2025/06/03 00:00,27.95,110.77,290.3,怀化市,油洋,溆浦县,20.95,96,976.6,18.9,43.2246,train,2025-06-03 00:00:00,1210.0,44.31979,72.6,97634.75,19.94,1210.0
773,P3751,2025/06/03 00:00,27.95,110.84,323.8,怀化市,三江,溆浦县,19.99,100,973.4,17.5,40.5752,train,2025-06-03 00:00:00,1210.0,44.31979,72.6,97634.75,19.94,1210.0
774,P5712,2025/06/03 00:00,27.95,113.14,54.0,株洲市,鸡嘴山,石峰区,21.99,89,1002.7,20.9,45.2479,train,2025-06-03 00:00:00,1221.0,45.577923,82.15,99802.35,20.99,1221.0
775,P5703,2025/06/03 00:00,27.95,113.18,62.0,株洲市,龙升,石峰区,23.18,95,1001.9,20.7,44.8374,test,2025-06-03 00:00:00,1253.0,42.87463,82.99,99550.75,20.8,1253.0
776,P5471,2025/06/03 00:00,27.95,113.66,145.0,长沙市,杨花,浏阳市,20.13,81,991.1,21.0,45.1305,train,2025-06-03 00:00:00,1227.0,44.529156,88.12,98857.35,20.5,1227.0
777,P1333,2025/06/03 00:00,27.96,109.99,172.6,湘西土家族苗族自治州,石榴坪,泸溪县,21.88,99,988.6,19.1,46.4037,train,2025-06-03 00:00:00,1241.0,44.674347,71.47,97044.75,19.6,1241.0
778,P3750,2025/06/03 00:00,27.96,110.16,131.5,怀化市,潭湾敬老院,辰溪县,22.9,98,994.5,20.0,41.9866,train,2025-06-03 00:00:00,1241.0,44.674347,71.47,97044.75,19.6,1241.0
779,P4804,2025/06/03 00:00,27.96,112.47,106.6,湘潭市,石屏,韶山市,19.52,79,995.5,20.9,37.2305,train,2025-06-03 00:00:00,1246.0,44.865265,76.32,99564.75,20.92,1246.0
780,P5707,2025/06/03 00:00,27.96,113.17,63.0,株洲市,龙头铺,石峰区,22.8,94,1001.7,20.6,51.1032,test,2025-06-03 00:00:00,1253.0,42.87463,82.99,99550.75,20.8,1253.0
781,P3749,2025/06/03 00:00,27.97,110.29,149.0,怀化市,倒洑,辰溪县,23.08,100,992.7,19.8,50.6671,train,2025-06-03 00:00:00,1241.0,44.674347,71.47,97044.75,19.6,1241.0
782,P3803,2025/06/03 00:00,27.97,110.34,173.5,怀化市,桃田坳,辰溪县,22.06,98,989.8,19.4,33.467,train,2025-06-03 00:00:00,1241.0,44.674347,71.47,97044.75,19.6,1241.0
783,P5514,2025/06/03 00:00,27.97,112.32,106.0,长沙市,花果山,宁乡市,21.89,87,995.7,21.2,52.8869,train,2025-06-03 00:00:00,1244.0,44.032253,74.24,98889.55,20.64,1244.0
784,P5704,2025/06/03 00:00,27.97,113.23,83.0,株洲市,黄塘,荷塘区,21.96,90,999.2,20.7,41.5262,train,2025-06-03 00:00:00,1253.0,42.87463,82.99,99550.75,20.8,1253.0
785,P1421,2025/06/03 00:00,27.98,109.35,650.8,湘西土家族苗族自治州,麻冲,凤凰县,18.83,96,933.3,17.2,37.9148,test,2025-06-03 00:00:00,1241.0,44.674347,71.47,97044.75,19.6,1241.0
786,P4583,2025/06/03 00:00,27.98,111.66,488.0,娄底市,漆树,涟源市,21.02,100,951.2,18.3,38.9546,train,2025-06-03 00:00:00,1241.0,44.674347,71.47,97044.75,19.6,1241.0
787,P5199,2025/06/03 00:00,27.98,113.73,125.0,长沙市,大瑶,浏阳市,22.87,92,993.3,21.0,49.7413,train,2025-06-03 00:00:00,1258.0,43.449093,87.76,98716.15,20.38,1258.0
788,P1357,2025/06/03 00:00,27.99,109.51,378.5,湘西土家族苗族自治州,长潭岗水库,凤凰县,20.39,97,964.2,18.3,44.5389,train,2025-06-03 00:00:00,1241.0,44.674347,71.47,97044.75,19.6,1241.0
789,P5447,2025/06/03 00:00,27.99,112.01,250.0,长沙市,田坪,宁乡市,21.33,93,979.3,19.7,53.494,train,2025-06-03 00:00:00,1241.0,44.674347,71.47,97044.75,19.6,1241.0
790,P5140,2025/06/03 00:00,27.99,112.98,31.0,长沙市,兴马洲,天心区,20.74,78,1004.3,22.1,41.0769,test,2025-06-03 00:00:00,1251.0,43.25644,81.01,99910.75,20.97,1251.0
791,P1472,2025/06/03 00:00,28.0,109.8,279.5,湘西土家族苗族自治州,踏虎,泸溪县,20.82,96,975.9,18.8,43.7074,train,2025-06-03 00:00:00,1241.0,44.674347,71.47,97044.75,19.6,1241.0
792,P1463,2025/06/03 00:00,28.0,109.89,202.1,湘西土家族苗族自治州,晒洲田,泸溪县,21.55,100,983.9,18.7,46.6781,train,2025-06-03 00:00:00,1241.0,44.674347,71.47,97044.75,19.6,1241.0
793,P5508,2025/06/03 00:00,28.0,112.12,129.0,长沙市,流沙河,宁乡市,21.08,88,994.2,20.4,46.0939,train,2025-06-03 00:00:00,1242.0,44.141563,72.37,97715.15,19.99,1242.0
794,P4801,2025/06/03 00:00,28.0,112.46,123.0,湘潭市,金石,湘乡市,21.73,93,995,20.0,48.1607,train,2025-06-03 00:00:00,1246.0,44.865265,76.32,99564.75,20.92,1246.0
795,P5700,2025/06/03 00:00,28.0,113.19,63.5,株洲市,云田,石峰区,25.17,100,1001.4,21.2,48.9518,test,2025-06-03 00:00:00,1253.0,42.87463,82.99,99550.75,20.8,1253.0
796,P5467,2025/06/03 00:00,28.0,113.43,81.0,长沙市,书院,浏阳市,21.69,90,998.4,20.5,47.2119,train,2025-06-03 00:00:00,1255.0,45.654076,84.67,98981.35,20.51,1255.0
797,P5294,2025/06/03 00:00,28.0,113.77,94.0,长沙市,澄潭江,浏阳市,21.27,84,996.8,21.3,38.7254,train,2025-06-03 00:00:00,1259.0,43.259594,88.92,98618.95,20.4,1259.0
798,P1295,2025/06/03 00:00,28.01,110.0,235.1,湘西土家族苗族自治州,公羊,泸溪县,21.34,99,980.1,18.7,47.544,train,2025-06-03 00:00:00,1241.0,44.674347,71.47,97044.75,19.6,1241.0
799,57658,2025/06/03 00:00,28.01,110.19,155.3,怀化市,辰溪,辰溪县,22.06,95,991.8,19.9,47.3,train,2025-06-03 00:00:00,1241.0,44.674347,71.47,97044.75,19.6,1241.0
800,P5499,2025/06/03 00:00,28.01,112.98,51.0,长沙市,花园岭,天心区,22.98,93,1001.9,20.9,47.5992,test,2025-06-03 00:00:00,1251.0,43.25644,81.01,99910.75,20.97,1251.0
801,P1375,2025/06/03 00:00,28.02,109.52,444.0,湘西土家族苗族自治州,建塘,凤凰县,19.63,97,956.7,17.7,35.4992,train,2025-06-03 00:00:00,1241.0,44.674347,71.47,97044.75,19.6,1241.0
802,P4432,2025/06/03 00:00,28.02,111.28,156.6,娄底市,何家坪,新化县,22.51,100,986.9,19.4,49.9449,train,2025-06-03 00:00:00,1241.0,44.674347,71.47,97044.75,19.6,1241.0
803,P4807,2025/06/03 00:00,28.02,112.5,111.3,湘潭市,云源,韶山市,20.49,85,993.7,20.5,41.931,train,2025-06-03 00:00:00,1246.0,44.865265,76.32,99564.75,20.92,1246.0
804,P4043,2025/06/03 00:00,28.03,110.44,488.0,怀化市,谭家场,辰溪县,20.6,98,951.4,18.3,42.2061,train,2025-06-03 00:00:00,1241.0,44.674347,71.47,97044.75,19.6,1241.0
805,P5339,2025/06/03 00:00,28.03,112.03,348.0,长沙市,草冲,宁乡市,19.85,86,968.6,19.8,45.4368,test,2025-06-03 00:00:00,1241.0,44.674347,71.47,97044.75,19.6,1241.0
806,P5486,2025/06/03 00:00,28.03,112.26,128.0,长沙市,枫木桥,宁乡市,21.29,90,992.5,20.2,56.188,train,2025-06-03 00:00:00,1244.0,44.032253,74.24,98889.55,20.64,1244.0
807,P5488,2025/06/03 00:00,28.03,112.38,80.0,长沙市,双盆,宁乡市,20.87,85,998.7,20.8,35.6165,train,2025-06-03 00:00:00,1245.0,43.69547,75.28,99227.15,20.78,1245.0
808,P5421,2025/06/03 00:00,28.03,112.79,44.0,长沙市,含浦干子,岳麓区,22.12,89,1002.6,21.0,43.1111,train,2025-06-03 00:00:00,1249.0,44.790623,78.87,99874.75,21.01,1249.0
809,P1347,2025/06/03 00:00,28.04,109.46,605.5,湘西土家族苗族自治州,山江,凤凰县,20.89,100,938.9,18.2,37.6343,train,2025-06-03 00:00:00,1241.0,44.674347,71.47,97044.75,19.6,1241.0
810,P2915,2025/06/03 00:00,28.04,111.09,221.9,益阳市,平口水厂,安化县,22.34,98,985.3,19.6,51.0517,test,2025-06-03 00:00:00,1241.0,44.674347,71.47,97044.75,19.6,1241.0
811,P2930,2025/06/03 00:00,28.04,111.83,307.3,益阳市,高明,安化县,21.15,100,973.6,18.4,47.3999,train,2025-06-03 00:00:00,1241.0,44.674347,71.47,97044.75,19.6,1241.0
812,P5436,2025/06/03 00:00,28.04,112.99,90.0,长沙市,省气象局,天心区,22.67,89,999.9,21.4,50.1181,train,2025-06-03 00:00:00,1251.0,43.25644,81.01,99910.75,20.97,1251.0
813,P4121,2025/06/03 00:00,28.05,110.76,247.6,怀化市,祖师殿,溆浦县,21.69,100,981.1,18.8,43.6032,train,2025-06-03 00:00:00,1272.0,43.888725,70.28,97030.75,19.53,1272.0
814,P5459,2025/06/03 00:00,28.05,112.64,80.0,长沙市,花明楼,宁乡市,21.58,89,1000.1,20.6,43.7602,train,2025-06-03 00:00:00,1278.0,45.309975,75.45,99762.35,20.92,1278.0
815,P5103,2025/06/03 00:00,28.05,113.0,83.0,长沙市,西湖小学,天心区,22.45,86,998.1,21.8,43.9596,test,2025-06-03 00:00:00,1282.0,43.827282,79.58,99934.35,20.88,1282.0
816,P5484,2025/06/03 00:00,28.05,113.93,154.0,长沙市,文家市,浏阳市,20.88,84,991.7,21.0,30.7969,train,2025-06-03 00:00:00,1291.0,42.239162,88.13,98015.35,19.9,1291.0
817,P2905,2025/06/03 00:00,28.06,111.76,362.0,益阳市,清塘铺,安化县,20.37,100,968,17.8,35.1539,train,2025-06-03 00:00:00,1272.0,43.888725,70.28,97030.75,19.53,1272.0
818,P1345,2025/06/03 00:00,28.07,109.38,799.3,湘西土家族苗族自治州,腊尔山,凤凰县,18.79,94,917.6,17.5,36.8285,train,2025-06-03 00:00:00,1272.0,43.888725,70.28,97030.75,19.53,1272.0
819,P1321,2025/06/03 00:00,28.07,110.09,139.0,湘西土家族苗族自治州,罗家,泸溪县,23.37,100,992.3,20.0,38.2705,train,2025-06-03 00:00:00,1272.0,43.888725,70.28,97030.75,19.53,1272.0
820,P5305,2025/06/03 00:00,28.07,112.92,39.0,长沙市,巴溪洲,岳麓区,23.47,95,1004.3,20.9,48.9801,test,2025-06-03 00:00:00,1281.0,43.608994,78.51,99916.35,20.9,1281.0
821,P5348,2025/06/03 00:00,28.07,113.12,122.0,长沙市,冬斯港,雨花区,21.63,87,995.4,21.0,51.7866,train,2025-06-03 00:00:00,1283.0,43.85989,80.67,99801.95,20.73,1283.0
822,P5293,2025/06/03 00:00,28.07,113.56,88.0,长沙市,青草,浏阳市,21.26,85,1000.2,21.1,39.1993,train,2025-06-03 00:00:00,1288.0,42.327118,84.66,98306.95,19.83,1288.0
823,P5295,2025/06/03 00:00,28.07,113.99,166.0,长沙市,岩前,浏阳市,20.47,86,987.8,20.3,45.2522,train,2025-06-03 00:00:00,1292.0,41.937843,88.29,97584.55,19.82,1292.0
824,P1358,2025/06/03 00:00,28.08,109.75,401.4,湘西土家族苗族自治州,雷公洞,凤凰县,16.7,82,961.3,17.8,31.1448,train,2025-06-03 00:00:00,1272.0,43.888725,70.28,97030.75,19.53,1272.0
825,P4420,2025/06/03 00:00,28.08,111.37,243.0,娄底市,龙溪,新化县,20.99,95,978.7,19.1,47.9699,test,2025-06-03 00:00:00,1272.0,43.888725,70.28,97030.75,19.53,1272.0
826,P5463,2025/06/03 00:00,28.08,112.99,58.0,长沙市,黑石铺,天心区,21.93,84,1001.4,21.8,46.2932,train,2025-06-03 00:00:00,1282.0,43.827282,79.58,99934.35,20.88,1282.0
827,P5431,2025/06/03 00:00,28.08,113.47,98.0,长沙市,葛家,浏阳市,23.72,96,997.3,20.9,53.9076,train,2025-06-03 00:00:00,1287.0,44.794266,84.35,98727.35,20.12,1287.0
828,P5143,2025/06/03 00:00,28.09,113.18,23.0,长沙市,黄兴镇林塘,长沙县,22.7,88,1002.9,21.6,44.6801,train,2025-06-03 00:00:00,1284.0,45.116894,81.66,99621.95,20.64,1284.0
829,P5398,2025/06/03 00:00,28.09,113.87,189.0,长沙市,中和,浏阳市,20.93,89,986.6,20.1,45.1324,train,2025-06-03 00:00:00,1291.0,42.239162,88.13,98015.35,19.9,1291.0
830,P1348,2025/06/03 00:00,28.1,109.6,337.4,湘西土家族苗族自治州,吉信,凤凰县,17.67,83,969.3,18.5,40.6708,test,2025-06-03 00:00:00,1272.0,43.888725,70.28,97030.75,19.53,1272.0
831,P2910,2025/06/03 00:00,28.1,111.58,198.8,益阳市,乐安,安化县,22.1,100,984.4,19.1,56.1195,train,2025-06-03 00:00:00,1272.0,43.888725,70.28,97030.75,19.53,1272.0
832,P5416,2025/06/03 00:00,28.1,111.94,287.0,长沙市,巷子口,宁乡市,18.7,81,976.2,19.8,39.8741,train,2025-06-03 00:00:00,1272.0,43.888725,70.28,97030.75,19.53,1272.0
833,P5382,2025/06/03 00:00,28.1,112.74,59.0,长沙市,莲花,岳麓区,23.44,92,1000.8,21.4,42.6799,train,2025-06-03 00:00:00,1279.0,45.095425,76.41,99843.15,20.95,1279.0
834,P5390,2025/06/03 00:00,28.1,112.86,60.0,长沙市,含浦,岳麓区,21.38,86,1000.4,21.0,45.7016,train,2025-06-03 00:00:00,1281.0,43.608994,78.51,99916.35,20.9,1281.0
835,P1302,2025/06/03 00:00,28.11,109.89,383.2,湘西土家族苗族自治州,永兴场,泸溪县,21.02,100,963.9,18.3,39.1005,test,2025-06-03 00:00:00,1272.0,43.888725,70.28,97030.75,19.53,1272.0
836,57687,2025/06/03 00:00,28.11,112.79,119.0,长沙市,长沙,岳麓区,23.09,97,994.6,20.3,40.6737,train,2025-06-03 00:00:00,1280.0,44.475925,77.47,99885.55,20.93,1280.0
837,P5304,2025/06/03 00:00,28.11,112.93,46.0,长沙市,大王山,岳麓区,21.02,81,1003.1,21.7,44.1343,train,2025-06-03 00:00:00,1281.0,43.608994,78.51,99916.35,20.9,1281.0
838,P5101,2025/06/03 00:00,28.11,113.03,72.0,长沙市,省植物园,雨花区,21.8,84,998.4,21.7,47.4981,train,2025-06-03 00:00:00,1282.0,43.827282,79.58,99934.35,20.88,1282.0
839,P5337,2025/06/03 00:00,28.12,112.23,112.0,长沙市,云山,宁乡市,19.89,81,996.4,20.8,33.8804,train,2025-06-03 00:00:00,1274.0,41.864048,71.72,98305.95,20.26,1274.0
840,P5420,2025/06/03 00:00,28.12,112.98,79.0,长沙市,天心区政府,天心区,21.54,82,999.2,21.9,44.9574,test,2025-06-03 00:00:00,1282.0,43.827282,79.58,99934.35,20.88,1282.0
841,P1300,2025/06/03 00:00,28.13,109.73,140.2,湘西土家族苗族自治州,水卡,泸溪县,20.9,94,985.5,19.2,43.7305,train,2025-06-03 00:00:00,1272.0,43.888725,70.28,97030.75,19.53,1272.0
842,P1303,2025/06/03 00:00,28.13,109.89,345.0,湘西土家族苗族自治州,小章,泸溪县,20.94,99,967,18.4,43.0108,train,2025-06-03 00:00:00,1272.0,43.888725,70.28,97030.75,19.53,1272.0
843,P5373,2025/06/03 00:00,28.13,112.03,192.0,长沙市,联花,宁乡市,20.62,91,987.5,19.5,46.5986,train,2025-06-03 00:00:00,1272.0,43.888725,70.28,97030.75,19.53,1272.0
844,P5388,2025/06/03 00:00,28.13,112.67,74.0,长沙市,泉水冲水库,岳麓区,24.1,100,999.7,20.5,49.3951,train,2025-06-03 00:00:00,1279.0,45.095425,76.41,99843.15,20.95,1279.0
845,P5383,2025/06/03 00:00,28.13,112.9,38.0,长沙市,学士,岳麓区,20.61,78,1004.5,22.0,41.7052,test,2025-06-03 00:00:00,1281.0,43.608994,78.51,99916.35,20.9,1281.0
846,P5306,2025/06/03 00:00,28.13,112.92,30.0,长沙市,洋湖湿地,岳麓区,21.8,81,1005,22.3,42.8979,train,2025-06-03 00:00:00,1281.0,43.608994,78.51,99916.35,20.9,1281.0
847,P5404,2025/06/03 00:00,28.13,113.37,122.0,长沙市,江背,长沙县,21.78,86,993.4,21.3,43.9198,train,2025-06-03 00:00:00,1286.0,43.92677,83.56,99046.95,20.28,1286.0
848,P2927,2025/06/03 00:00,28.14,111.66,188.7,益阳市,梅城,安化县,21.47,99,987.1,18.8,46.1828,train,2025-06-03 00:00:00,1272.0,43.888725,70.28,97030.75,19.53,1272.0
849,P5333,2025/06/03 00:00,28.14,112.96,92.0,长沙市,南郊公园,天心区,20.75,79,999,21.9,41.9772,train,2025-06-03 00:00:00,1282.0,43.827282,79.58,99934.35,20.88,1282.0
850,P5500,2025/06/03 00:00,28.14,112.99,91.0,长沙市,林科大,天心区,20.76,80,997.7,21.7,37.1955,test,2025-06-03 00:00:00,1282.0,43.827282,79.58,99934.35,20.88,1282.0
851,P1104,2025/06/03 00:00,28.15,109.38,837.6,湘西土家族苗族自治州,两林,凤凰县,20.24,100,914,17.7,30.7791,train,2025-06-03 00:00:00,1272.0,43.888725,70.28,97030.75,19.53,1272.0
852,P1422,2025/06/03 00:00,28.16,109.73,172.8,湘西土家族苗族自治州,大兴,吉首市,22.8,100,987.5,19.6,49.1482,train,2025-06-03 00:00:00,1303.0,43.4192,69.09,97016.75,19.45,1303.0
853,P4021,2025/06/03 00:00,28.16,110.64,348.4,怀化市,低庄镇大渭溪,溆浦县,21.07,99,969.3,18.5,43.9226,train,2025-06-03 00:00:00,1303.0,43.4192,69.09,97016.75,19.45,1303.0
854,P5347,2025/06/03 00:00,28.16,112.98,104.0,长沙市,七里庙,雨花区,25.65,93,997.9,22.7,47.3021,train,2025-06-03 00:00:00,1313.0,44.315758,78.15,99957.95,20.79,1313.0
855,57688,2025/06/03 00:00,28.16,113.63,102.6,长沙市,浏阳,浏阳市,20.64,82,996.5,21.2,52.0,test,2025-06-03 00:00:00,1319.0,44.708378,83.54,98372.55,19.61,1319.0
856,P1346,2025/06/03 00:00,28.17,109.61,226.0,湘西土家族苗族自治州,拉务,凤凰县,19.47,87,980.7,19.3,35.3839,train,2025-06-03 00:00:00,1303.0,43.4192,69.09,97016.75,19.45,1303.0
857,P1298,2025/06/03 00:00,28.17,109.95,213.8,湘西土家族苗族自治州,白羊溪,泸溪县,21.12,98,981.9,18.7,46.7742,train,2025-06-03 00:00:00,1303.0,43.4192,69.09,97016.75,19.45,1303.0
858,P3734,2025/06/03 00:00,28.17,110.21,172.5,怀化市,田头坪,辰溪县,21.88,99,989.8,19.1,39.6571,train,2025-06-03 00:00:00,1303.0,43.4192,69.09,97016.75,19.45,1303.0
859,P5384,2025/06/03 00:00,28.17,112.94,34.0,长沙市,天马,岳麓区,20.99,78,1004.5,22.3,43.9675,train,2025-06-03 00:00:00,1312.0,43.090736,77.11,99927.15,20.82,1312.0
860,P5332,2025/06/03 00:00,28.17,113.1,37.0,长沙市,敢胜,长沙县,22.07,82,1004.2,22.3,44.4473,test,2025-06-03 00:00:00,1314.0,44.886448,79.24,99825.55,20.64,1314.0
861,P5647,2025/06/03 00:00,28.17,113.13,41.0,长沙市,花园,长沙县,21.67,81,1003.9,22.2,47.6615,train,2025-06-03 00:00:00,1314.0,44.886448,79.24,99825.55,20.64,1314.0
862,P1374,2025/06/03 00:00,28.18,109.46,766.4,湘西土家族苗族自治州,大坪,凤凰县,16.27,84,921.2,17.0,20.9577,train,2025-06-03 00:00:00,1303.0,43.4192,69.09,97016.75,19.45,1303.0
863,P5343,2025/06/03 00:00,28.18,112.76,70.0,长沙市,牌楼坝,望城区,21.65,85,1000,21.4,47.2245,train,2025-06-03 00:00:00,1311.0,42.81239,76.09,99883.55,20.86,1311.0
864,P5359,2025/06/03 00:00,28.18,113.85,121.0,长沙市,株树桥水库,浏阳市,21.34,88,995.3,20.6,39.6305,train,2025-06-03 00:00:00,1321.0,43.700077,85.01,97854.95,19.34,1321.0
865,P1473,2025/06/03 00:00,28.19,110.11,325.8,湘西土家族苗族自治州,顺江田,泸溪县,21.39,98,970,18.9,46.2689,test,2025-06-03 00:00:00,1303.0,43.4192,69.09,97016.75,19.45,1303.0
866,P5331,2025/06/03 00:00,28.19,111.96,574.0,长沙市,沩山,宁乡市,16.01,72,940.3,19.2,23.118,train,2025-06-03 00:00:00,1303.0,43.4192,69.09,97016.75,19.45,1303.0
867,P5336,2025/06/03 00:00,28.19,112.52,67.0,长沙市,金州村,宁乡市,21.96,90,1000.6,20.7,44.9255,train,2025-06-03 00:00:00,1308.0,44.209057,72.97,99719.15,20.84,1308.0
868,P5501,2025/06/03 00:00,28.19,112.94,49.0,长沙市,湖南师大,岳麓区,22.33,80,1002.5,22.9,50.5285,train,2025-06-03 00:00:00,1312.0,43.090736,77.11,99927.15,20.82,1312.0
869,P5330,2025/06/03 00:00,28.19,112.97,64.0,长沙市,天心公园,天心区,21.12,78,1002.3,22.4,43.2074,train,2025-06-03 00:00:00,1313.0,44.315758,78.15,99957.95,20.79,1313.0
870,P5440,2025/06/03 00:00,28.19,113.02,41.0,长沙市,荷花园,芙蓉区,23.99,87,1004.6,22.7,54.5825,test,2025-06-03 00:00:00,1313.0,44.315758,78.15,99957.95,20.79,1313.0
871,P5296,2025/06/03 00:00,28.19,113.52,417.0,长沙市,菖蒲岭,浏阳市,21.96,100,960.4,19.0,44.1996,train,2025-06-03 00:00:00,1318.0,43.489235,83.23,98792.95,19.89,1318.0
872,P1442,2025/06/03 00:00,28.2,109.83,365.1,湘西土家族苗族自治州,楠木,吉首市,21.02,100,965.4,18.3,37.0532,train,2025-06-03 00:00:00,1303.0,43.4192,69.09,97016.75,19.45,1303.0
873,P1371,2025/06/03 00:00,28.2,109.98,359.9,湘西土家族苗族自治州,马入田,泸溪县,17.67,83,966.4,18.5,40.6029,train,2025-06-03 00:00:00,1303.0,43.4192,69.09,97016.75,19.45,1303.0
874,P5437,2025/06/03 00:00,28.2,112.91,37.0,长沙市,梅溪湖,岳麓区,22.21,82,1004.1,22.4,42.6452,train,2025-06-03 00:00:00,1312.0,43.090736,77.11,99927.15,20.82,1312.0
875,P5599,2025/06/03 00:00,28.2,112.92,37.0,长沙市,望城坡,岳麓区,21.39,79,1004.2,22.4,47.1029,test,2025-06-03 00:00:00,1312.0,43.090736,77.11,99927.15,20.82,1312.0
876,P5441,2025/06/03 00:00,28.2,113.0,36.0,长沙市,晓园公园,芙蓉区,20.78,74,1004.1,23.0,42.0298,train,2025-06-03 00:00:00,1313.0,44.315758,78.15,99957.95,20.79,1313.0
877,P5434,2025/06/03 00:00,28.2,113.05,60.0,长沙市,东岸,芙蓉区,22.17,78,1004.7,23.2,47.3506,train,2025-06-03 00:00:00,1313.0,44.315758,78.15,99957.95,20.79,1313.0
878,P5363,2025/06/03 00:00,28.2,114.08,223.0,长沙市,小河,浏阳市,20.88,84,981.5,21.0,37.2884,train,2025-06-03 00:00:00,1324.0,43.01022,86.57,97128.15,19.43,1324.0
879,P1099,2025/06/03 00:00,28.21,109.56,268.4,湘西土家族苗族自治州,黄石洞水库,吉首市,18.53,86,973.5,18.7,29.5795,train,2025-06-03 00:00:00,1303.0,43.4192,69.09,97016.75,19.45,1303.0
880,P1438,2025/06/03 00:00,28.21,109.67,261.4,湘西土家族苗族自治州,高新区,吉首市,26.59,97,976.1,22.6,48.8953,test,2025-06-03 00:00:00,1303.0,43.4192,69.09,97016.75,19.45,1303.0
881,P1233,2025/06/03 00:00,28.21,109.7,265.6,湘西土家族苗族自治州,周家寨,吉首市,21.7,97,976.1,19.3,44.5949,train,2025-06-03 00:00:00,1303.0,43.4192,69.09,97016.75,19.45,1303.0
882,P1236,2025/06/03 00:00,28.21,109.81,176.6,湘西土家族苗族自治州,河溪,吉首市,22.16,96,986.8,19.8,49.1869,train,2025-06-03 00:00:00,1303.0,43.4192,69.09,97016.75,19.45,1303.0
883,57657,2025/06/03 00:00,28.21,110.23,216.4,湘西土家族苗族自治州,泸溪,泸溪县,21.55,100,984.5,18.7,49.9173,train,2025-06-03 00:00:00,1303.0,43.4192,69.09,97016.75,19.45,1303.0
884,P5298,2025/06/03 00:00,28.21,112.73,75.0,长沙市,白箬铺,望城区,21.38,86,1000.6,21.0,45.7545,train,2025-06-03 00:00:00,1310.0,45.575962,75.03,99841.15,20.88,1310.0
885,P5346,2025/06/03 00:00,28.21,112.96,36.0,长沙市,银盆岭,岳麓区,20.83,76,1004.1,22.6,43.0742,test,2025-06-03 00:00:00,1313.0,44.315758,78.15,99957.95,20.79,1313.0
