time_utc,time_bj,latitude,longitude,rh_percent
2025-06-02 00:00:00,2025-06-02 08:00:00,26.0,112.0,97.720505
2025-06-02 00:00:00,2025-06-02 08:00:00,26.0,112.25,95.11894
2025-06-02 00:00:00,2025-06-02 08:00:00,26.0,112.5,97.04863
2025-06-02 00:00:00,2025-06-02 08:00:00,26.0,112.75,96.51347
2025-06-02 00:00:00,2025-06-02 08:00:00,26.0,113.0,94.76347
2025-06-02 00:00:00,2025-06-02 08:00:00,26.0,113.25,97.03691
2025-06-02 00:00:00,2025-06-02 08:00:00,26.0,113.5,99.06035
2025-06-02 00:00:00,2025-06-02 08:00:00,26.0,113.75,99.552536
2025-06-02 00:00:00,2025-06-02 08:00:00,26.0,114.0,99.47832
2025-06-02 00:00:00,2025-06-02 08:00:00,26.0,114.25,99.0916
2025-06-02 00:00:00,2025-06-02 08:00:00,26.0,114.5,98.6541
2025-06-02 00:00:00,2025-06-02 08:00:00,26.0,114.75,96.91972
2025-06-02 00:00:00,2025-06-02 08:00:00,26.0,115.0,94.40019
2025-06-02 00:00:00,2025-06-02 08:00:00,25.75,112.0,98.23613
2025-06-02 00:00:00,2025-06-02 08:00:00,25.75,112.25,91.91191
2025-06-02 00:00:00,2025-06-02 08:00:00,25.75,112.5,93.83769
2025-06-02 00:00:00,2025-06-02 08:00:00,25.75,112.75,97.58769
2025-06-02 00:00:00,2025-06-02 08:00:00,25.75,113.0,97.31035
2025-06-02 00:00:00,2025-06-02 08:00:00,25.75,113.25,98.865036
2025-06-02 00:00:00,2025-06-02 08:00:00,25.75,113.5,98.57597
2025-06-02 00:00:00,2025-06-02 08:00:00,25.75,113.75,98.04082
2025-06-02 00:00:00,2025-06-02 08:00:00,25.75,114.0,99.033005
2025-06-02 00:00:00,2025-06-02 08:00:00,25.75,114.25,96.54472
2025-06-02 00:00:00,2025-06-02 08:00:00,25.75,114.5,93.20097
2025-06-02 00:00:00,2025-06-02 08:00:00,25.75,114.75,91.54472
2025-06-02 00:00:00,2025-06-02 08:00:00,25.75,115.0,90.62285
2025-06-02 00:00:00,2025-06-02 08:00:00,25.5,112.0,94.583786
2025-06-02 00:00:00,2025-06-02 08:00:00,25.5,112.25,92.490036
2025-06-02 00:00:00,2025-06-02 08:00:00,25.5,112.5,96.42363
2025-06-02 00:00:00,2025-06-02 08:00:00,25.5,112.75,100.48222
2025-06-02 00:00:00,2025-06-02 08:00:00,25.5,113.0,99.40019
2025-06-02 00:00:00,2025-06-02 08:00:00,25.5,113.25,100.0916
2025-06-02 00:00:00,2025-06-02 08:00:00,25.5,113.5,99.115036
2025-06-02 00:00:00,2025-06-02 08:00:00,25.5,113.75,98.81035
2025-06-02 00:00:00,2025-06-02 08:00:00,25.5,114.0,98.095505
2025-06-02 00:00:00,2025-06-02 08:00:00,25.5,114.25,91.396286
2025-06-02 00:00:00,2025-06-02 08:00:00,25.5,114.5,87.51738
2025-06-02 00:00:00,2025-06-02 08:00:00,25.5,114.75,88.91191
2025-06-02 00:00:00,2025-06-02 08:00:00,25.5,115.0,90.19707
2025-06-02 00:00:00,2025-06-02 08:00:00,25.25,112.0,98.08769
2025-06-02 00:00:00,2025-06-02 08:00:00,25.25,112.25,96.689255
2025-06-02 00:00:00,2025-06-02 08:00:00,25.25,112.5,99.001755
2025-06-02 00:00:00,2025-06-02 08:00:00,25.25,112.75,99.177536
2025-06-02 00:00:00,2025-06-02 08:00:00,25.25,113.0,98.40019
2025-06-02 00:00:00,2025-06-02 08:00:00,25.25,113.25,100.427536
2025-06-02 00:00:00,2025-06-02 08:00:00,25.25,113.5,98.626755
2025-06-02 00:00:00,2025-06-02 08:00:00,25.25,113.75,96.31035
2025-06-02 00:00:00,2025-06-02 08:00:00,25.25,114.0,93.25566
2025-06-02 00:00:00,2025-06-02 08:00:00,25.25,114.25,87.13847
2025-06-02 00:00:00,2025-06-02 08:00:00,25.25,114.5,85.91191
2025-06-02 00:00:00,2025-06-02 08:00:00,25.25,114.75,87.98222
2025-06-02 00:00:00,2025-06-02 08:00:00,25.25,115.0,89.54082
2025-06-02 00:00:00,2025-06-02 08:00:00,25.0,112.0,98.73613
2025-06-02 00:00:00,2025-06-02 08:00:00,25.0,112.25,96.66972
2025-06-02 00:00:00,2025-06-02 08:00:00,25.0,112.5,98.02519
2025-06-02 00:00:00,2025-06-02 08:00:00,25.0,112.75,98.064255
2025-06-02 00:00:00,2025-06-02 08:00:00,25.0,113.0,99.51347
2025-06-02 00:00:00,2025-06-02 08:00:00,25.0,113.25,97.87285
