id,Station_Id_C,time,Lat,Lon,Alti,City,Station_Name,Cnty,VAP,RHU,PRS,TEM,pwv,dataset,formatted_time,rh,sp,t2m
1127,P1386,2025/06/03 00:00,28.78,109.79,444.3,湘西土家族苗族自治州,友和,永顺县,20.99,98,956.8,18.6,48.61,train,2025-06-03 00:00:00,55.55,100100.59,21.17
1128,P3650,2025/06/03 00:00,28.78,113.61,80.6,岳阳市,团山,平江县,21.15,81,997.8,21.8,35.7425,train,2025-06-03 00:00:00,65.45,97891.03,18.94
1129,P1383,2025/06/03 00:00,28.8,110.21,765.7,湘西土家族苗族自治州,竹坪,永顺县,18.86,92,921,17.9,40.5854,train,2025-06-03 00:00:00,55.07,100115.15,21.18
1130,P4069,2025/06/03 00:00,28.8,110.63,150.0,怀化市,大合坪,沅陵县,21.26,95,991.5,19.3,50.1757,test,2025-06-03 00:00:00,55.07,100115.15,21.18
1131,P2729,2025/06/03 00:00,28.8,112.58,38.9,益阳市,茈湖口,资阳区,13.84,53,1004.5,21.8,21.2945,train,2025-06-03 00:00:00,57.94,100365.79,21.07
1132,P3666,2025/06/03 00:00,28.8,113.07,46.7,岳阳市,归义,汨罗市,21.41,81,1003.1,22.0,44.1564,train,2025-06-03 00:00:00,61.22,99947.95,20.26
1133,P1009,2025/06/03 00:00,28.81,109.35,330.2,湘西土家族苗族自治州,树木,龙山县,22.8,100,970.2,19.6,44.5294,train,2025-06-03 00:00:00,54.82,100122.43,21.18
1134,P1446,2025/06/03 00:00,28.81,109.74,295.3,湘西土家族苗族自治州,柏杨,永顺县,22.06,98,977,19.4,38.0087,train,2025-06-03 00:00:00,54.82,100122.43,21.18
1135,P4001,2025/06/03 00:00,28.81,111.01,73.0,怀化市,五强溪,沅陵县,24.4,100,999.3,20.7,50.1818,test,2025-06-03 00:00:00,54.82,100122.43,21.18
1136,P3513,2025/06/03 00:00,28.81,114.05,132.1,岳阳市,龙门,平江县,21.08,88,992.5,20.4,41.0041,train,2025-06-03 00:00:00,69.78,96414.35,18.26
1137,P1073,2025/06/03 00:00,28.82,110.12,218.7,湘西土家族苗族自治州,长官,永顺县,21.3,94,981.1,19.5,46.0028,train,2025-06-03 00:00:00,54.58,100129.71,21.19
1138,P2667,2025/06/03 00:00,28.83,112.39,32.0,益阳市,城区水管站,沅江市,20.53,74,1005,22.8,29.1136,train,2025-06-03 00:00:00,55.91,100311.67,21.15
1139,P3200,2025/06/03 00:00,28.83,113.16,32.8,岳阳市,罗江,汨罗市,22.74,85,1003.5,22.2,52.9659,train,2025-06-03 00:00:00,60.38,99754.27,20.04
1140,P1098,2025/06/03 00:00,28.84,109.26,1225.0,湘西土家族苗族自治州,八面山景区,龙山县,15.74,85,873,16.3,33.1842,test,2025-06-03 00:00:00,54.09,100144.27,21.2
1141,57671,2025/06/03 00:00,28.84,112.37,43.7,益阳市,沅江,沅江市,26.0,99,1003.7,21.9,40.6,train,2025-06-03 00:00:00,55.52,100291.11,21.14
1142,P3106,2025/06/03 00:00,28.84,113.61,106.8,岳阳市,梅仙,平江县,21.0,85,995.8,20.9,37.6727,train,2025-06-03 00:00:00,62.89,97889.11,18.93
1143,P1066,2025/06/03 00:00,28.85,110.2,845.2,湘西土家族苗族自治州,三合,永顺县,19.19,96,912.9,17.5,40.1154,train,2025-06-03 00:00:00,53.85,100151.55,21.2
1144,P1489,2025/06/03 00:00,28.85,110.33,326.9,湘西土家族苗族自治州,楠木,永顺县,21.08,96,971,19.0,41.0258,train,2025-06-03 00:00:00,53.85,100151.55,21.2
1145,P2147,2025/06/03 00:00,28.85,111.65,56.3,常德市,草坪,鼎城区,22.01,88,1003.3,21.1,53.1942,test,2025-06-03 00:00:00,53.85,100151.55,21.2
1146,P3665,2025/06/03 00:00,28.85,113.03,40.0,岳阳市,河市乡,市辖区,22.34,84,1005.3,22.1,44.5307,train,2025-06-03 00:00:00,59.04,100084.55,20.36
1147,P3109,2025/06/03 00:00,28.85,113.94,160.0,岳阳市,云洞水库,平江县,21.27,91,988.3,20.0,46.2455,train,2025-06-03 00:00:00,66.34,96732.15,18.34
1148,P1093,2025/06/03 00:00,28.86,109.78,399.7,湘西土家族苗族自治州,西那司,永顺县,21.52,98,962.1,19.0,37.7201,train,2025-06-03 00:00:00,53.61,100158.83,21.21
1149,P1074,2025/06/03 00:00,28.86,110.0,615.3,湘西土家族苗族自治州,马鞍,永顺县,14.08,67,946,18.3,26.1601,train,2025-06-03 00:00:00,53.61,100158.83,21.21
1150,P3605,2025/06/03 00:00,28.86,112.92,19.2,岳阳市,屈子诗园,市辖区,22.34,83,1005.2,22.3,44.9272,test,2025-06-03 00:00:00,57.89,100222.63,20.58
1151,57680,2025/06/03 00:00,28.86,113.11,82.0,岳阳市,汨罗,汨罗市,21.15,82,999.5,21.6,42.2,train,2025-06-03 00:00:00,58.92,99882.59,20.17
1152,P2043,2025/06/03 00:00,28.87,111.48,48.7,常德市,新桥电排,桃源县,21.25,86,1003.2,20.9,41.0116,train,2025-06-03 00:00:00,53.36,100166.11,21.21
1153,P3112,2025/06/03 00:00,28.87,113.51,110.0,岳阳市,余坪,平江县,21.29,90,994.4,20.2,40.9041,train,2025-06-03 00:00:00,60.91,98419.75,19.09
1154,P1097,2025/06/03 00:00,28.89,109.7,441.7,湘西土家族苗族自治州,宝石,永顺县,20.94,99,954.9,18.4,39.1684,train,2025-06-03 00:00:00,52.88,100180.67,21.22
1155,P3703,2025/06/03 00:00,28.89,110.85,214.0,怀化市,七甲坪,沅陵县,21.7,97,984.4,19.3,40.548,test,2025-06-03 00:00:00,52.88,100180.67,21.22
1156,P2054,2025/06/03 00:00,28.89,111.82,55.0,常德市,聂家桥,汉寿县,21.53,84,1004.4,21.5,45.3562,train,2025-06-03 00:00:00,52.88,100180.67,21.22
1157,P1414,2025/06/03 00:00,28.9,110.07,714.9,湘西土家族苗族自治州,花桥,永顺县,19.71,98,927.4,17.6,31.6811,train,2025-06-03 00:00:00,52.63,100187.95,21.23
1158,P3118,2025/06/03 00:00,28.9,113.84,274.8,岳阳市,虹桥正东,平江县,16.12,69,975.3,20.0,21.9903,train,2025-06-03 00:00:00,62.98,97025.71,18.43
1159,57661,2025/06/03 00:00,28.91,111.48,51.1,常德市,桃源,桃源县,22.44,87,1002.7,21.6,41.0,train,2025-06-03 00:00:00,52.39,100195.23,21.23
1160,P2049,2025/06/03 00:00,28.91,111.74,40.0,常德市,市二中,武陵区,21.66,84,1001.7,21.6,39.925,test,2025-06-03 00:00:00,52.39,100195.23,21.23
1161,P3105,2025/06/03 00:00,28.91,113.6,148.0,岳阳市,大洲,平江县,23.86,96,991.4,21.0,37.9223,train,2025-06-03 00:00:00,59.86,97935.91,18.93
1162,P1397,2025/06/03 00:00,28.92,109.45,327.0,湘西土家族苗族自治州,金星,龙山县,21.98,97,969,19.5,48.0569,train,2025-06-03 00:00:00,52.15,100202.51,21.24
1163,P1096,2025/06/03 00:00,28.92,110.3,576.2,湘西土家族苗族自治州,朗溪,永顺县,19.89,90,941.4,19.1,40.7544,train,2025-06-03 00:00:00,52.15,100202.51,21.24
1164,57663,2025/06/03 00:00,28.92,111.96,36.2,常德市,汉寿,汉寿县,22.44,87,1004.3,21.6,40.0,train,2025-06-03 00:00:00,52.15,100202.51,21.24
1165,P3117,2025/06/03 00:00,28.92,113.78,384.5,岳阳市,大江洞水库,平江县,18.57,83,964.4,19.3,33.6601,test,2025-06-03 00:00:00,61.32,97053.79,18.47
1166,P1488,2025/06/03 00:00,28.93,110.21,345.3,湘西土家族苗族自治州,官坝,永顺县,20.94,93,969.2,19.4,44.2815,train,2025-06-03 00:00:00,51.9,100209.79,21.24
1167,P1818,2025/06/03 00:00,28.93,110.44,348.6,张家界市,四都坪,永定区,22.24,100,966.6,19.2,46.6547,train,2025-06-03 00:00:00,51.9,100209.79,21.24
1168,P1451,2025/06/03 00:00,28.94,110.03,559.4,湘西土家族苗族自治州,铜瓦,永顺县,20.34,98,943.7,18.1,43.3723,train,2025-06-03 00:00:00,51.66,100217.07,21.25
1169,P2047,2025/06/03 00:00,28.94,110.97,371.5,常德市,观音寺,桃源县,20.2,92,964.7,19.0,41.2913,train,2025-06-03 00:00:00,51.66,100217.07,21.25
1170,P2682,2025/06/03 00:00,28.94,112.58,32.0,益阳市,双洲,沅江市,18.91,72,1005.2,21.9,29.4941,test,2025-06-03 00:00:00,53.47,100367.79,20.96
1171,P3526,2025/06/03 00:00,28.94,113.74,183.1,岳阳市,南江,平江县,21.29,90,987.7,20.2,45.8687,train,2025-06-03 00:00:00,60.0,97120.67,18.51
1172,P2687,2025/06/03 00:00,28.95,112.3,62.0,益阳市,新湾,沅江市,23.01,92,998.8,21.1,42.7809,train,2025-06-03 00:00:00,52.15,100357.75,21.21
1173,P1485,2025/06/03 00:00,28.96,109.4,254.1,湘西土家族苗族自治州,贾市,龙山县,19.4,82,977.9,20.2,41.7627,train,2025-06-03 00:00:00,51.17,100231.63,21.26
1174,P2044,2025/06/03 00:00,28.96,111.75,50.0,常德市,伍家嘴,武陵区,22.71,87,1003.9,21.8,41.6318,train,2025-06-03 00:00:00,51.17,100231.63,21.26
1175,P1858,2025/06/03 00:00,28.97,110.45,892.5,张家界市,姚家界,永定区,19.86,100,909.5,17.4,41.2471,test,2025-06-03 00:00:00,50.93,100238.91,21.26
1176,P3604,2025/06/03 00:00,28.97,112.92,27.8,岳阳市,凤凰乡磊石,市辖区,22.61,84,1005.7,22.3,48.1769,train,2025-06-03 00:00:00,53.63,100297.47,20.57
1177,P3637,2025/06/03 00:00,28.97,113.82,1160.0,岳阳市,幕阜山,平江县,12.05,63,880,16.8,20.8471,train,2025-06-03 00:00:00,59.89,97006.95,18.37
1178,P3119,2025/06/03 00:00,28.97,113.92,360.2,岳阳市,石牛寨姜源,平江县,15.76,70,964.8,19.4,23.9407,train,2025-06-03 00:00:00,61.32,96945.35,18.26
1179,P1815,2025/06/03 00:00,28.98,110.67,392.0,张家界市,和平岗,永定区,20.86,95,972.9,19.0,43.3526,train,2025-06-03 00:00:00,50.69,100246.19,21.27
1180,P1063,2025/06/03 00:00,28.99,109.67,434.2,湘西土家族苗族自治州,西歧,永顺县,21.69,100,960.1,18.8,34.3377,test,2025-06-03 00:00:00,50.44,100253.47,21.27
1181,P1826,2025/06/03 00:00,28.99,110.81,220.9,张家界市,马头溪,永定区,21.12,95,984.6,19.2,35.6888,train,2025-06-03 00:00:00,50.44,100253.47,21.27
1182,P2042,2025/06/03 00:00,28.99,111.8,28.0,常德市,观音寺电排,武陵区,21.8,82,1004.4,22.1,43.946,train,2025-06-03 00:00:00,50.44,100253.47,21.27
1183,P2680,2025/06/03 00:00,28.99,112.84,30.0,益阳市,漉湖芦苇场,沅江市,25.26,95,1005.1,22.1,47.5951,train,2025-06-03 00:00:00,52.52,100346.19,20.67
1184,P3520,2025/06/03 00:00,29.0,112.97,32.8,岳阳市,磊石山,汨罗市,27.41,100,1004.1,22.6,50.9674,train,2025-06-03 00:00:00,52.76,100291.67,20.5
1185,57643,2025/06/03 00:00,29.01,109.84,272.6,湘西土家族苗族自治州,永顺,永顺县,21.63,92,978.5,20.1,41.8,test,2025-06-03 00:00:00,50.01,100261.91,21.28
1186,P1801,2025/06/03 00:00,29.01,110.5,498.1,张家界市,天门山,永定区,20.09,98,950.1,17.9,42.4675,train,2025-06-03 00:00:00,50.01,100261.91,21.28
1187,P2660,2025/06/03 00:00,29.01,112.49,34.0,益阳市,新村,沅江市,24.17,92,1005.2,21.9,50.3211,train,2025-06-03 00:00:00,50.81,100406.23,21.01
1188,P3541,2025/06/03 00:00,29.01,113.44,122.7,岳阳市,岳坊水库,岳阳县,22.76,91,994,21.1,46.5368,train,2025-06-03 00:00:00,54.63,98752.47,19.29
1189,P3113,2025/06/03 00:00,29.01,113.69,183.8,岳阳市,板江,平江县,22.51,100,987.7,19.4,48.2034,train,2025-06-03 00:00:00,56.82,97387.19,18.58
1190,P1070,2025/06/03 00:00,29.02,110.14,543.6,湘西土家族苗族自治州,五里,永顺县,20.81,99,947.3,18.3,37.8902,test,2025-06-03 00:00:00,49.82,100263.07,21.28
1191,P1816,2025/06/03 00:00,29.02,110.62,602.7,张家界市,谢家垭,永定区,19.92,93,938.7,18.6,39.9013,train,2025-06-03 00:00:00,49.82,100263.07,21.28
1192,P1803,2025/06/03 00:00,29.02,110.72,372.2,张家界市,沅古坪,永定区,21.74,99,966.8,19.0,43.2966,train,2025-06-03 00:00:00,49.82,100263.07,21.28
1193,P2135,2025/06/03 00:00,29.02,111.57,36.0,常德市,木塘垸,桃源县,26.11,100,1004,21.8,45.0882,train,2025-06-03 00:00:00,49.82,100263.07,21.28
1194,P2092,2025/06/03 00:00,29.02,112.01,38.0,常德市,洲口,汉寿县,22.89,84,1004.3,22.5,49.0667,train,2025-06-03 00:00:00,49.84,100268.67,21.28
1195,P3537,2025/06/03 00:00,29.02,113.49,131.3,岳阳市,张谷英,岳阳县,21.13,91,994.4,19.9,40.5741,test,2025-06-03 00:00:00,54.64,98528.43,19.15
1196,P1069,2025/06/03 00:00,29.03,110.29,352.2,湘西土家族苗族自治州,永茂,永顺县,21.17,97,961.8,18.9,42.708,train,2025-06-03 00:00:00,49.63,100264.23,21.28
1197,P2029,2025/06/03 00:00,29.03,111.73,29.0,常德市,东江,武陵区,21.93,80,1004.5,22.6,44.1624,train,2025-06-03 00:00:00,49.63,100264.23,21.28
1198,P1021,2025/06/03 00:00,29.04,109.35,338.0,湘西土家族苗族自治州,咱果,龙山县,21.43,97,969.1,19.1,41.6272,train,2025-06-03 00:00:00,49.45,100265.39,21.28
1199,P2028,2025/06/03 00:00,29.04,111.62,36.0,常德市,农科院,武陵区,22.04,86,1004,21.5,36.0883,train,2025-06-03 00:00:00,49.45,100265.39,21.28
1200,P2674,2025/06/03 00:00,29.04,112.3,35.0,益阳市,南嘴,沅江市,23.35,90,1001.2,21.7,45.1273,test,2025-06-03 00:00:00,49.86,100400.83,21.18
1201,P1808,2025/06/03 00:00,29.05,110.82,383.1,张家界市,王家坪,永定区,21.96,100,965.3,19.0,42.0387,train,2025-06-03 00:00:00,49.26,100266.55,21.29
1202,P2030,2025/06/03 00:00,29.05,111.68,51.0,常德市,文理学院,武陵区,21.53,80,1004.3,22.3,39.139,train,2025-06-03 00:00:00,49.26,100266.55,21.29
1203,P2027,2025/06/03 00:00,29.05,112.0,27.0,常德市,罐头嘴,汉寿县,23.04,91,1004.6,21.3,51.5716,train,2025-06-03 00:00:00,49.26,100266.55,21.29
1204,P2025,2025/06/03 00:00,29.06,110.98,173.8,常德市,牛车河,桃源县,22.06,98,984.8,19.4,49.91,train,2025-06-03 00:00:00,49.07,100267.71,21.29
1205,P2673,2025/06/03 00:00,29.07,112.44,31.0,益阳市,乐安,沅江市,26.75,100,1005.2,22.2,41.6175,test,2025-06-03 00:00:00,49.47,100403.35,21.01
1206,P3114,2025/06/03 00:00,29.07,113.78,177.6,岳阳市,上塔市,平江县,22.94,100,988.1,19.7,53.8446,train,2025-06-03 00:00:00,56.17,97104.83,18.41
1207,P1089,2025/06/03 00:00,29.08,109.98,625.8,湘西土家族苗族自治州,天堂,永顺县,20.04,99,937.3,17.7,41.9397,train,2025-06-03 00:00:00,48.69,100270.03,21.29
1208,P1852,2025/06/03 00:00,29.08,110.48,255.0,张家界市,官黎坪,永定区,22.94,100,977.5,19.7,40.5763,train,2025-06-03 00:00:00,48.69,100270.03,21.29
1209,P2677,2025/06/03 00:00,29.08,112.7,42.9,益阳市,石东港,沅江市,25.9,98,1004.8,22.0,46.8874,train,2025-06-03 00:00:00,49.77,100392.67,20.75
1210,P1812,2025/06/03 00:00,29.09,110.34,162.0,张家界市,后坪,永定区,19.28,80,987.8,20.5,44.0909,test,2025-06-03 00:00:00,48.5,100271.19,21.29
1211,P1062,2025/06/03 00:00,29.1,109.71,307.2,湘西土家族苗族自治州,首车,永顺县,21.52,95,969.8,19.5,41.4501,train,2025-06-03 00:00:00,48.31,100272.35,21.29
1212,P1387,2025/06/03 00:00,29.1,109.96,411.8,湘西土家族苗族自治州,颗砂,永顺县,21.34,99,960.3,18.7,37.3184,train,2025-06-03 00:00:00,48.31,100272.35,21.29
1213,P1821,2025/06/03 00:00,29.1,110.45,203.4,张家界市,南庄坪,永定区,23.51,100,985.5,20.1,51.3615,train,2025-06-03 00:00:00,48.31,100272.35,21.29
1214,P1824,2025/06/03 00:00,29.11,110.52,253.3,张家界市,西溪坪,永定区,23.51,100,979.9,20.1,44.494,train,2025-06-03 00:00:00,48.12,100273.51,21.29
1215,P2609,2025/06/03 00:00,29.11,112.34,26.8,益阳市,同春,南县,23.09,89,1004.9,21.7,38.4089,test,2025-06-03 00:00:00,48.43,100399.27,21.07
1216,P2653,2025/06/03 00:00,29.11,112.67,33.0,益阳市,金盆,大通湖区,22.33,85,1005.2,21.9,35.9265,train,2025-06-03 00:00:00,49.06,100393.39,20.75
1217,P1809,2025/06/03 00:00,29.12,110.38,214.0,张家界市,枫香岗,永定区,23.23,100,984.5,19.9,47.5263,train,2025-06-03 00:00:00,47.93,100274.67,21.29
1218,57558,2025/06/03 00:00,29.12,110.42,218.5,张家界市,张家界,永定区,22.71,99,983.8,19.7,43.5,train,2025-06-03 00:00:00,47.93,100274.67,21.29
1219,57662,2025/06/03 00:00,29.12,111.68,151.4,常德市,常德,武陵区,21.85,89,990.8,20.8,38.5,train,2025-06-03 00:00:00,47.93,100274.67,21.29
1220,P2684,2025/06/03 00:00,29.12,112.56,41.0,益阳市,四季红,沅江市,23.42,87,1005.1,22.3,44.9648,test,2025-06-03 00:00:00,48.7,100400.27,20.84
1221,P1086,2025/06/03 00:00,29.13,110.19,401.2,湘西土家族苗族自治州,柯溪,永顺县,21.69,100,962.2,18.8,38.9805,train,2025-06-03 00:00:00,47.74,100275.83,21.29
1222,P2654,2025/06/03 00:00,29.13,112.43,31.0,益阳市,千山红,大通湖区,26.43,100,1005.1,22.0,44.3506,train,2025-06-03 00:00:00,48.21,100401.43,20.96
1223,P3547,2025/06/03 00:00,29.13,113.02,32.5,岳阳市,中洲,岳阳县,22.53,89,1004.2,21.3,43.9523,train,2025-06-03 00:00:00,49.27,100202.99,20.48
1224,P1018,2025/06/03 00:00,29.14,109.37,791.6,湘西土家族苗族自治州,喳啦坪,龙山县,19.49,100,917.8,17.1,35.4298,train,2025-06-03 00:00:00,47.55,100276.99,21.3
1225,P1060,2025/06/03 00:00,29.14,109.69,372.0,湘西土家族苗族自治州,两岔,永顺县,22.37,100,965.5,19.3,45.7069,test,2025-06-03 00:00:00,47.55,100276.99,21.3
1226,P1480,2025/06/03 00:00,29.14,110.01,392.3,湘西土家族苗族自治州,车坪,永顺县,17.67,82,961.9,18.7,43.3514,train,2025-06-03 00:00:00,47.55,100276.99,21.3
1227,P1856,2025/06/03 00:00,29.14,110.49,186.8,张家界市,崇文,永定区,23.24,97,985.7,20.4,54.5803,train,2025-06-03 00:00:00,47.55,100276.99,21.3
1228,P1806,2025/06/03 00:00,29.15,110.56,190.4,张家界市,阳湖坪,永定区,23.37,100,987.9,20.0,47.0285,train,2025-06-03 00:00:00,47.37,100278.15,21.3
1229,P2106,2025/06/03 00:00,29.15,112.12,31.0,常德市,十美堂,鼎城区,22.75,83,1004.7,22.6,43.6306,train,2025-06-03 00:00:00,47.48,100341.91,21.27
1230,P1807,2025/06/03 00:00,29.16,110.2,187.1,张家界市,茅岩河,永定区,23.14,99,984.5,20.0,49.9924,test,2025-06-03 00:00:00,47.18,100279.31,21.3
1231,P1817,2025/06/03 00:00,29.16,110.31,407.4,张家界市,三家馆,永定区,23.37,100,960.8,20.0,42.9657,train,2025-06-03 00:00:00,47.18,100279.31,21.3
1232,P1813,2025/06/03 00:00,29.16,110.41,173.8,张家界市,大庸桥,永定区,23.37,100,988.7,20.0,46.9651,train,2025-06-03 00:00:00,47.18,100279.31,21.3
1233,P1717,2025/06/03 00:00,29.16,110.83,840.7,张家界市,洞溪,慈利县,18.47,96,913.2,16.9,33.694,train,2025-06-03 00:00:00,47.18,100279.31,21.3
1234,P1395,2025/06/03 00:00,29.18,109.62,590.0,湘西土家族苗族自治州,马蹄,龙山县,20.34,98,942.5,18.1,43.3723,train,2025-06-03 00:00:00,46.8,100281.63,21.3
1235,P1450,2025/06/03 00:00,29.18,109.89,440.0,湘西土家族苗族自治州,廻龙,永顺县,20.78,97,956.7,18.6,40.1139,test,2025-06-03 00:00:00,46.8,100281.63,21.3
1236,P1732,2025/06/03 00:00,29.18,110.68,239.8,张家界市,金岩,慈利县,22.66,100,981.4,19.5,43.2205,train,2025-06-03 00:00:00,46.8,100281.63,21.3
1237,P1810,2025/06/03 00:00,29.19,110.12,336.1,张家界市,罗塔坪,永定区,21.69,100,967.2,18.8,36.6877,train,2025-06-03 00:00:00,46.61,100282.79,21.3
1238,P1805,2025/06/03 00:00,29.19,110.39,219.4,张家界市,尹家溪,永定区,22.94,100,981.2,19.7,41.1921,train,2025-06-03 00:00:00,46.61,100282.79,21.3
1239,P1822,2025/06/03 00:00,29.19,110.51,252.8,张家界市,新桥,永定区,22.37,100,980,19.3,41.7783,train,2025-06-03 00:00:00,46.61,100282.79,21.3
1240,P2005,2025/06/03 00:00,29.19,111.63,20.4,常德市,蔡家岗,鼎城区,23.95,94,1003.7,21.4,39.696,test,2025-06-03 00:00:00,46.61,100282.79,21.3
1241,P2608,2025/06/03 00:00,29.19,112.36,34.0,益阳市,咸嘉垸,南县,22.47,84,1004.3,22.2,29.9936,train,2025-06-03 00:00:00,46.65,100395.83,20.97
1242,P2650,2025/06/03 00:00,29.19,112.63,33.9,益阳市,河坝,大通湖区,23.35,90,1005.1,21.7,36.0427,train,2025-06-03 00:00:00,47.06,100391.31,20.71
1243,57587,2025/06/03 00:00,29.19,113.11,48.4,岳阳市,洞庭湖,岳阳县,23.51,94,1002.7,21.1,39.0776,train,2025-06-03 00:00:00,48.01,99957.07,20.29
1244,P3620,2025/06/03 00:00,29.19,113.52,90.0,岳阳市,铁山水库,岳阳县,21.93,91,997.7,20.5,43.1336,train,2025-06-03 00:00:00,49.84,98482.63,19.22
1245,P1083,2025/06/03 00:00,29.2,109.77,750.7,湘西土家族苗族自治州,岩门,永顺县,20.5,100,923.7,17.9,37.4468,test,2025-06-03 00:00:00,46.42,100283.95,21.3
1246,P1075,2025/06/03 00:00,29.2,109.83,561.1,湘西土家族苗族自治州,李家,永顺县,20.09,98,942.8,17.9,42.4942,train,2025-06-03 00:00:00,46.42,100283.95,21.3
1247,P1077,2025/06/03 00:00,29.2,109.96,405.1,湘西土家族苗族自治州,隆发,永顺县,21.12,98,960.7,18.7,38.5768,train,2025-06-03 00:00:00,46.42,100283.95,21.3
1248,P2002,2025/06/03 00:00,29.2,111.18,98.5,常德市,黄石水库,桃源县,23.07,90,995,21.5,49.9636,train,2025-06-03 00:00:00,46.42,100283.95,21.3
1249,P2091,2025/06/03 00:00,29.21,111.98,30.0,常德市,南湖,武陵区,23.43,86,1004.4,22.5,43.2042,train,2025-06-03 00:00:00,46.23,100285.11,21.3
1250,P3661,2025/06/03 00:00,29.22,112.7,29.3,岳阳市,隆庆莲场,华容县,23.5,90,1005.3,21.8,33.5701,test,2025-06-03 00:00:00,46.1,100382.03,20.61
1251,P1857,2025/06/03 00:00,29.23,110.44,248.0,张家界市,沙堤,永定区,22.37,100,977.8,19.3,44.3518,train,2025-06-03 00:00:00,45.85,100287.43,21.31
1252,P1802,2025/06/03 00:00,29.23,110.62,292.0,张家界市,合作桥,永定区,22.51,100,976,19.4,40.1331,train,2025-06-03 00:00:00,45.85,100287.43,21.31
1253,P2652,2025/06/03 00:00,29.23,112.55,36.0,益阳市,沙堡州,大通湖区,23.4,88,1005,22.1,38.6338,train,2025-06-03 00:00:00,46.22,100396.27,20.74
1254,P3544,2025/06/03 00:00,29.23,113.09,28.4,岳阳市,麻塘,岳阳县,26.32,99,1005.2,22.1,45.0468,train,2025-06-03 00:00:00,46.85,100002.67,20.36
1255,P3523,2025/06/03 00:00,29.23,113.39,96.7,岳阳市,白羊田,临湘市,22.62,91,996.8,21.0,50.7782,test,2025-06-03 00:00:00,48.14,99056.03,19.61
1256,P2614,2025/06/03 00:00,29.24,112.41,30.0,益阳市,青树嘴,南县,23.57,86,1004.8,22.6,45.8421,train,2025-06-03 00:00:00,45.7,100395.63,20.87
1257,P3615,2025/06/03 00:00,29.24,113.14,95.4,岳阳市,东风水库,岳阳县,23.07,90,997.3,21.5,45.0457,train,2025-06-03 00:00:00,46.9,99870.19,20.25
1258,P1602,2025/06/03 00:00,29.25,110.52,332.9,张家界市,协合,武陵源区,22.66,100,972.1,19.5,41.3199,train,2025-06-03 00:00:00,45.47,100289.75,21.31
1259,P1490,2025/06/03 00:00,29.26,109.73,392.5,湘西土家族苗族自治州,新场,永顺县,20.99,98,961.5,18.6,39.7091,train,2025-06-03 00:00:00,45.41,100288.67,21.3
1260,P1703,2025/06/03 00:00,29.26,110.72,156.6,张家界市,阳和,慈利县,23.66,100,988.5,20.2,52.2142,test,2025-06-03 00:00:00,45.41,100288.67,21.3
1261,P1999,2025/06/03 00:00,29.26,111.54,83.6,常德市,王家垱水库,桃源县,23.47,95,996.6,20.9,52.2819,train,2025-06-03 00:00:00,45.41,100288.67,21.3
1262,P3536,2025/06/03 00:00,29.26,113.51,773.4,岳阳市,大云山,岳阳县,17.21,90,921.6,16.8,29.2709,train,2025-06-03 00:00:00,47.78,98634.03,19.33
1263,P1820,2025/06/03 00:00,29.27,110.15,376.2,张家界市,青安,永定区,21.04,97,963.9,18.8,38.9779,train,2025-06-03 00:00:00,45.34,100287.59,21.29
1264,P1811,2025/06/03 00:00,29.27,110.26,369.4,张家界市,罗水,永定区,21.79,98,967.1,19.2,47.1359,train,2025-06-03 00:00:00,45.34,100287.59,21.29
1265,P1095,2025/06/03 00:00,29.28,110.01,435.2,湘西土家族苗族自治州,砂坝,永顺县,21.07,99,956.6,18.5,40.311,test,2025-06-03 00:00:00,45.27,100286.51,21.28
1266,P1804,2025/06/03 00:00,29.28,110.33,386.9,张家界市,教字垭,永定区,21.82,100,951.5,18.9,39.0239,train,2025-06-03 00:00:00,45.27,100286.51,21.28
1267,P1733,2025/06/03 00:00,29.28,110.94,595.3,张家界市,赵家垭水库,慈利县,21.15,100,940.4,18.4,38.6674,train,2025-06-03 00:00:00,45.27,100286.51,21.28
1268,P1993,2025/06/03 00:00,29.28,112.15,31.0,常德市,下渔口,安乡县,27.92,100,1004.6,22.9,51.9807,train,2025-06-03 00:00:00,44.74,100343.99,21.11
1269,P2607,2025/06/03 00:00,29.28,112.34,32.0,益阳市,同湖,南县,23.86,86,1004.8,22.8,43.8468,train,2025-06-03 00:00:00,44.84,100387.47,20.91
1270,P1006,2025/06/03 00:00,29.29,109.41,1224.0,湘西土家族苗族自治州,可立坡,龙山县,17.6,100,874.3,15.5,31.2635,test,2025-06-03 00:00:00,45.21,100285.43,21.27
1271,P1487,2025/06/03 00:00,29.29,109.82,539.5,湘西土家族苗族自治州,农林,永顺县,20.29,99,945.2,17.9,42.1535,train,2025-06-03 00:00:00,45.21,100285.43,21.27
1272,P1076,2025/06/03 00:00,29.29,109.88,447.4,湘西土家族苗族自治州,毛坝,永顺县,20.81,99,956.1,18.3,37.8902,train,2025-06-03 00:00:00,45.21,100285.43,21.27
1273,P2604,2025/06/03 00:00,29.29,112.25,35.5,益阳市,同跃,南县,27.58,100,1004.7,22.7,46.1018,train,2025-06-03 00:00:00,44.36,100381.47,20.99
1274,P2619,2025/06/03 00:00,29.29,112.66,31.0,益阳市,华东,南县,25.65,93,1005.2,22.7,46.6074,train,2025-06-03 00:00:00,45.08,100375.27,20.58
