id,Station_Id_C,time,Lat,Lon,Alti,City,Station_Name,Cnty,VAP,RHU,PRS,TEM,PWV,dataset
529,P5778,2025-06-03 00:00:00,27.31,113.08,86.4,株洲市,四房,渌口区,23.86,99.0,998.4,20.5,55.8048,train
531,P3857,2025-06-03 00:00:00,27.32,109.06,341.0,怀化市,鱼市,新晃侗族自治县,18.01,81.0,971.0,19.2,37.0313,train
532,P4143,2025-06-03 00:00:00,27.32,110.16,225.0,怀化市,洪江市安江,洪江市,21.3,97.0,982.8,19.0,45.2877,train
533,57765,2025-06-03 00:00:00,27.32,110.41,1386.6,怀化市,雪峰山,洪江市,13.81,80.0,857.1,15.2,31.5517,train
534,P7067,2025-06-03 00:00:00,27.32,112.6,118.0,衡阳市,东湖,衡山县,18.69,83.0,994.8,19.4,37.1682,train
535,P5779,2025-06-03 00:00:00,27.32,113.28,197.9,株洲市,丫江桥,攸县,24.25,100.0,985.3,20.6,46.4055,train
536,P6444,2025-06-03 00:00:00,27.33,111.87,276.2,邵阳市,廉桥,邵东市,22.62,98.0,977.1,19.8,48.4109,train
537,P4666,2025-06-03 00:00:00,27.33,112.1,106.8,娄底市,锁石,双峰县,21.76,87.0,995.8,21.1,49.2754,train
538,P7058,2025-06-03 00:00:00,27.33,112.66,172.0,衡阳市,红旗电站,衡山县,22.48,98.0,992.8,19.7,59.0709,train
539,P5774,2025-06-03 00:00:00,27.33,113.4,106.9,株洲市,坪塘,攸县,21.74,88.0,995.1,20.9,46.2034,train
541,57768,2025-06-03 00:00:00,27.34,111.45,294.1,邵阳市,新邵,新邵县,21.55,100.0,975.0,18.7,43.4,train
542,P5773,2025-06-03 00:00:00,27.34,113.51,82.0,株洲市,皇图岭,攸县,23.26,93.0,997.2,21.1,40.354,train
543,P4057,2025-06-03 00:00:00,27.35,109.84,343.0,怀化市,桐木,中方县,22.24,100.0,970.5,19.2,48.8425,train
544,P7063,2025-06-03 00:00:00,27.35,112.59,117.0,衡阳市,江东,衡山县,22.57,99.0,995.6,19.6,52.7085,train
545,P6211,2025-06-03 00:00:00,27.36,111.09,339.0,邵阳市,岩口,隆回县,21.07,99.0,970.4,18.5,31.8938,train
546,P7065,2025-06-03 00:00:00,27.36,112.78,68.0,衡阳市,福田,衡山县,23.57,96.0,999.3,20.8,53.628,train
547,P5777,2025-06-03 00:00:00,27.36,113.16,109.0,株洲市,文家,渌口区,22.1,94.0,995.9,20.1,53.1838,train
548,57744,2025-06-03 00:00:00,27.37,109.16,353.0,怀化市,新晃,新晃侗族自治县,20.71,92.0,969.5,19.4,47.6,train
549,P6225,2025-06-03 00:00:00,27.37,110.94,302.0,邵阳市,六都寨,隆回县,20.52,97.0,973.1,18.4,30.348,train
551,P7051,2025-06-03 00:00:00,27.37,112.52,96.0,衡阳市,新桥水库,衡山县,23.72,99.0,996.7,20.4,53.4207,train
552,P4862,2025-06-03 00:00:00,27.37,112.82,76.9,湘潭市,茶恩寺,湘潭县,24.4,100.0,999.1,20.7,57.7053,train
553,P5879,2025-06-03 00:00:00,27.37,113.21,111.0,株洲市,花冲,渌口区,22.1,94.0,995.8,20.1,53.3688,train
554,P4672,2025-06-03 00:00:00,27.38,112.03,106.2,娄底市,青树坪,双峰县,22.24,94.0,994.6,20.2,54.3887,train
555,P4677,2025-06-03 00:00:00,27.38,112.23,116.2,娄底市,石牛,双峰县,21.43,94.0,991.9,19.6,47.6443,train
556,P7068,2025-06-03 00:00:00,27.38,112.57,98.0,衡阳市,贯塘,衡山县,21.88,96.0,993.7,19.6,49.1119,train
557,P7003,2025-06-03 00:00:00,27.38,112.99,56.3,衡阳市,三樟,衡东县,21.47,88.0,1003.0,20.7,45.5476,train
558,P3846,2025-06-03 00:00:00,27.4,109.25,444.0,怀化市,波州,新晃侗族自治县,21.15,100.0,956.8,18.4,44.2215,train
559,P4131,2025-06-03 00:00:00,27.4,110.51,510.0,怀化市,龙潭镇横板桥,溆浦县,20.24,100.0,951.6,17.7,35.4709,train
561,P4668,2025-06-03 00:00:00,27.4,111.99,116.2,娄底市,三塘铺,双峰县,21.06,89.0,994.1,20.2,48.9631,train
562,P4674,2025-06-03 00:00:00,27.4,112.43,118.2,娄底市,双鱼,双峰县,21.84,97.0,992.7,19.4,40.7899,train
563,P5767,2025-06-03 00:00:00,27.4,113.45,87.6,株洲市,台前,醴陵市,23.77,98.0,997.2,20.6,52.6607,train
564,P4042,2025-06-03 00:00:00,27.41,109.81,369.0,怀化市,水宽,芷江侗族自治县,21.17,97.0,967.7,18.9,45.4281,train
565,P7061,2025-06-03 00:00:00,27.41,112.64,101.0,衡阳市,白果,衡山县,22.39,97.0,997.4,19.8,57.1641,train
566,P5766,2025-06-03 00:00:00,27.41,113.34,191.0,株洲市,龙龟山水库,醴陵市,23.47,95.0,985.4,20.9,50.7396,train
567,P4050,2025-06-03 00:00:00,27.42,110.61,541.0,怀化市,大华,溆浦县,19.99,100.0,948.5,17.5,35.5719,train
568,P5876,2025-06-03 00:00:00,27.42,113.09,54.0,株洲市,平山,渌口区,22.66,94.0,1002.1,20.5,55.9185,train
569,P4019,2025-06-03 00:00:00,27.43,109.36,331.0,怀化市,新店坪镇上坪,芷江侗族自治县,21.34,99.0,971.8,18.7,43.5935,train
571,P5764,2025-06-03 00:00:00,27.43,113.04,45.6,株洲市,梅山,渌口区,22.62,91.0,1003.1,21.0,50.1757,train
572,P6256,2025-06-03 00:00:00,27.44,111.43,273.0,邵阳市,白水洞,新邵县,20.17,93.0,977.1,18.8,39.647,train
573,P4661,2025-06-03 00:00:00,27.44,111.97,128.9,娄底市,甘棠,双峰县,21.19,89.0,992.4,20.3,45.8314,train
574,P4651,2025-06-03 00:00:00,27.44,112.14,83.5,娄底市,金开街道,双峰县,21.96,90.0,997.6,20.7,32.6019,train
575,P5849,2025-06-03 00:00:00,27.44,113.16,84.0,株洲市,龙门,渌口区,22.52,94.0,999.2,20.4,53.7436,train
576,57745,2025-06-03 00:00:00,27.45,109.68,272.2,怀化市,芷江,芷江侗族自治县,21.26,95.0,978.5,19.3,43.0104,train
577,P3833,2025-06-03 00:00:00,27.45,109.76,263.0,怀化市,岩桥,芷江侗族自治县,22.1,100.0,979.3,19.1,54.8114,train
578,P6251,2025-06-03 00:00:00,27.45,111.18,304.0,邵阳市,车塘,新邵县,21.43,97.0,972.6,19.1,49.8885,train
579,57774,2025-06-03 00:00:00,27.45,112.17,103.1,娄底市,双峰,双峰县,21.56,94.0,990.9,19.7,50.3,train
581,P5765,2025-06-03 00:00:00,27.46,113.39,118.0,株洲市,明月,醴陵市,22.94,94.0,994.2,20.7,54.4953,train
582,P6263,2025-06-03 00:00:00,27.47,111.73,685.0,邵阳市,岳坪峰,新邵县,20.37,100.0,930.2,17.8,35.1539,train
583,P4670,2025-06-03 00:00:00,27.47,112.43,115.2,娄底市,井字,双峰县,21.7,94.0,993.0,19.8,44.1488,train
584,P4860,2025-06-03 00:00:00,27.47,112.73,84.2,湘潭市,龙口,湘潭县,22.07,91.0,997.4,20.6,49.7879,train
585,P5763,2025-06-03 00:00:00,27.47,113.53,81.0,株洲市,清水江村,醴陵市,24.65,95.0,999.3,21.7,50.0842,train
586,P4667,2025-06-03 00:00:00,27.48,112.19,67.0,娄底市,茅坪,双峰县,21.58,89.0,999.1,20.6,45.2791,train
588,P4678,2025-06-03 00:00:00,27.49,112.27,123.2,娄底市,民实,双峰县,22.94,100.0,991.5,19.7,43.796,train
591,P4858,2025-06-03 00:00:00,27.5,112.83,99.0,湘潭市,印子山水库,湘潭县,22.06,95.0,995.5,19.9,47.1902,train
592,P5893,2025-06-03 00:00:00,27.5,113.01,82.0,株洲市,三旺,渌口区,21.49,87.0,999.0,20.9,43.5661,train
593,P3827,2025-06-03 00:00:00,27.51,109.45,370.0,怀化市,芷江县大树坳,芷江侗族自治县,21.02,100.0,967.8,18.3,45.1626,train
594,P6248,2025-06-03 00:00:00,27.51,111.57,346.5,邵阳市,寸石,新邵县,18.78,85.0,969.4,19.1,39.8043,train
595,P5757,2025-06-03 00:00:00,27.51,113.49,63.8,株洲市,泗汾,醴陵市,23.24,89.0,998.9,21.8,36.9184,train
596,P3825,2025-06-03 00:00:00,27.52,110.18,259.7,怀化市,新建敬老院,中方县,21.08,96.0,982.9,19.0,43.7433,train
597,P4561,2025-06-03 00:00:00,27.52,111.76,693.0,娄底市,龙山林场,涟源市,19.36,100.0,930.3,17.0,46.0593,train
598,P4671,2025-06-03 00:00:00,27.52,112.1,84.1,娄底市,走马街,双峰县,21.77,92.0,996.7,20.2,48.6434,train
599,P4056,2025-06-03 00:00:00,27.53,110.35,255.0,怀化市,接龙,中方县,20.43,96.0,978.0,18.5,42.9679,train
601,P4663,2025-06-03 00:00:00,27.53,112.23,56.5,娄底市,黄马洲,双峰县,21.83,90.0,1000.3,20.6,42.7237,train
602,P4854,2025-06-03 00:00:00,27.53,112.34,140.0,湘潭市,中沙,湘乡市,21.37,92.0,992.5,19.9,46.9517,train
603,P4855,2025-06-03 00:00:00,27.53,112.51,76.4,湘潭市,石鼓,湘潭县,22.48,98.0,997.4,19.7,56.4808,train
604,P5771,2025-06-03 00:00:00,27.53,113.0,132.0,株洲市,向阳,渌口区,21.49,87.0,994.2,20.9,46.1953,train
605,P5848,2025-06-03 00:00:00,27.53,113.14,49.0,株洲市,庙前,渌口区,22.34,91.0,1002.8,20.8,46.1561,train
606,P5750,2025-06-03 00:00:00,27.53,113.28,96.1,株洲市,周坊水库,醴陵市,24.1,100.0,997.0,20.5,43.4915,train
607,P4571,2025-06-03 00:00:00,27.55,111.68,185.6,娄底市,孙家桥,涟源市,20.21,87.0,986.1,19.9,48.1747,train
608,P5754,2025-06-03 00:00:00,27.55,113.16,65.0,株洲市,昭陵,渌口区,21.49,87.0,1002.5,20.9,44.6874,train
609,P4675,2025-06-03 00:00:00,27.56,112.01,88.5,娄底市,洪山殿,双峰县,21.61,88.0,996.5,20.8,47.732,train
611,P4512,2025-06-03 00:00:00,27.57,111.37,289.0,娄底市,连岩,冷水江市,21.96,100.0,974.3,19.0,52.8243,train
612,P5756,2025-06-03 00:00:00,27.57,113.36,66.7,株洲市,罗家冲水库,醴陵市,25.17,100.0,999.0,21.2,46.9573,train
613,P6215,2025-06-03 00:00:00,27.58,111.02,546.0,邵阳市,鸭田,隆回县,19.18,93.0,947.8,18.0,41.5322,train
614,P4574,2025-06-03 00:00:00,27.58,111.81,148.8,娄底市,茶亭子,涟源市,20.58,87.0,988.7,20.2,43.3088,train
615,P4657,2025-06-03 00:00:00,27.58,112.09,106.0,娄底市,洪福,娄星区,21.83,94.0,994.2,19.9,43.3256,train
616,P4851,2025-06-03 00:00:00,27.58,112.65,98.7,湘潭市,严冲水库,湘潭县,23.04,98.0,997.7,20.1,54.9007,train
617,P3800,2025-06-03 00:00:00,27.59,110.28,186.0,怀化市,铜湾,中方县,21.23,92.0,989.2,19.8,48.5748,train
618,P6224,2025-06-03 00:00:00,27.59,110.96,643.0,邵阳市,金石桥,隆回县,18.04,88.0,938.5,17.9,36.5488,train
619,P4578,2025-06-03 00:00:00,27.59,111.77,208.3,娄底市,茅塘,涟源市,19.86,85.0,982.5,20.0,42.9607,train
621,P5759,2025-06-03 00:00:00,27.59,113.49,78.7,株洲市,孙家湾,醴陵市,23.61,91.0,999.6,21.7,45.3479,train
622,P5751,2025-06-03 00:00:00,27.59,113.59,90.6,株洲市,小洞塘水库,醴陵市,25.48,100.0,997.2,21.4,46.842,train
623,P4516,2025-06-03 00:00:00,27.6,111.48,178.0,娄底市,杨源,冷水江市,21.16,94.0,986.2,19.4,42.7863,train
624,P4890,2025-06-03 00:00:00,27.6,112.35,98.0,湘潭市,虞唐,湘乡市,21.19,89.0,994.1,20.3,55.5432,train
625,57749,2025-06-03 00:00:00,27.61,110.03,286.9,怀化市,怀化,鹤城区,22.1,100.0,976.5,19.1,43.4457,train
626,P3796,2025-06-03 00:00:00,27.61,110.1,246.0,怀化市,泸阳,中方县,20.49,91.0,981.4,19.4,41.8015,train
627,P5752,2025-06-03 00:00:00,27.61,113.1,34.0,株洲市,三门,天元区,21.78,86.0,1003.2,21.3,41.693,train
628,P5741,2025-06-03 00:00:00,27.61,113.14,72.5,株洲市,北洲,渌口区,24.26,97.0,1000.0,21.1,55.743,train
629,P4440,2025-06-03 00:00:00,27.62,111.1,274.0,娄底市,半山水库,新化县,20.35,95.0,977.4,18.6,40.8575,train
631,P4850,2025-06-03 00:00:00,27.62,112.71,65.1,湘潭市,锦石,湘潭县,23.53,97.0,999.9,20.6,52.1252,train
632,P3798,2025-06-03 00:00:00,27.63,110.6,265.2,怀化市,北斗溪,溆浦县,21.04,97.0,978.5,18.8,43.9154,train
633,P4594,2025-06-03 00:00:00,27.63,111.69,199.0,娄底市,杨岭水库,涟源市,21.33,93.0,983.2,19.7,49.0139,train
634,P4572,2025-06-03 00:00:00,27.63,111.93,148.0,娄底市,水洞底,娄星区,21.12,86.0,993.0,20.8,48.2062,train
635,P4662,2025-06-03 00:00:00,27.63,112.24,74.9,娄底市,杏子铺,双峰县,23.24,97.0,999.9,20.4,44.8899,train
637,P4848,2025-06-03 00:00:00,27.63,112.38,104.0,湘潭市,栗山,湘乡市,21.63,92.0,998.6,20.1,46.4458,train
638,P5749,2025-06-03 00:00:00,27.63,113.24,57.9,株洲市,石亭,醴陵市,24.36,98.0,1001.4,21.0,53.0048,train
639,P4055,2025-06-03 00:00:00,27.64,110.32,210.0,怀化市,铜鼎,中方县,21.43,97.0,987.6,19.1,36.2038,train
641,P4845,2025-06-03 00:00:00,27.64,112.58,259.8,湘潭市,梅桥,湘乡市,19.15,84.0,978.2,19.6,40.8236,train
642,P4847,2025-06-03 00:00:00,27.64,112.63,93.5,湘潭市,上石坝水库,湘潭县,21.08,88.0,995.6,20.4,41.8459,train
643,P5755,2025-06-03 00:00:00,27.64,113.37,58.0,株洲市,茶山,醴陵市,17.8,69.0,1001.8,21.6,29.6809,train
644,57781,2025-06-03 00:00:00,27.64,113.51,75.9,株洲市,醴陵,醴陵市,20.76,81.0,999.6,21.5,52.2,train
645,P4517,2025-06-03 00:00:00,27.65,111.56,338.0,娄底市,大冲,冷水江市,19.59,87.0,970.7,19.4,41.239,train
646,P4615,2025-06-03 00:00:00,27.65,112.0,154.0,娄底市,军分区仓库,娄星区,25.81,75.0,991.7,26.4,46.5413,train
647,P4582,2025-06-03 00:00:00,27.66,111.77,146.5,娄底市,青树,涟源市,21.9,92.0,989.6,20.3,46.2455,train
648,P4575,2025-06-03 00:00:00,27.66,111.83,185.0,娄底市,斗笠山,涟源市,22.07,91.0,985.6,20.6,42.5419,train
649,P4843,2025-06-03 00:00:00,27.66,112.45,75.4,湘潭市,洙津渡,湘乡市,21.72,89.0,1000.9,20.7,47.1102,train
651,P3784,2025-06-03 00:00:00,27.67,109.71,314.0,怀化市,江口圩,麻阳苗族自治县,21.42,100.0,976.7,18.6,46.1165,train
652,P3790,2025-06-03 00:00:00,27.67,109.85,230.0,怀化市,贺家田,鹤城区,21.61,99.0,983.2,18.9,47.1333,train
653,P3783,2025-06-03 00:00:00,27.67,110.16,325.0,怀化市,花桥,中方县,22.1,100.0,969.8,19.1,45.4763,train
654,P5740,2025-06-03 00:00:00,27.67,113.02,77.0,株洲市,建龙,天元区,20.26,82.0,999.6,20.9,34.4745,train
655,P5747,2025-06-03 00:00:00,27.68,113.07,52.5,株洲市,雷打石,天元区,21.52,85.0,1002.4,21.3,42.4227,train
656,P5758,2025-06-03 00:00:00,27.68,113.18,51.0,株洲市,松西子,渌口区,22.04,86.0,1003.8,21.5,48.545,train
657,P5715,2025-06-03 00:00:00,27.68,113.46,62.2,株洲市,国瓷,醴陵市,22.16,87.0,999.6,21.4,47.759,train
658,P3781,2025-06-03 00:00:00,27.69,110.68,528.9,怀化市,两丫坪,溆浦县,17.94,87.0,950.4,18.0,34.7408,train
659,P4416,2025-06-03 00:00:00,27.69,111.28,211.0,娄底市,科头,新化县,20.77,90.0,982.2,19.8,43.1319,train
661,P4844,2025-06-03 00:00:00,27.69,112.11,99.7,湘潭市,毛田,湘乡市,22.34,95.0,996.9,20.1,45.4548,train
662,P4877,2025-06-03 00:00:00,27.69,112.21,132.0,湘潭市,水府旅游区,湘乡市,20.75,84.0,997.4,20.9,47.4823,train
663,P3782,2025-06-03 00:00:00,27.7,109.6,265.2,怀化市,锦和,麻阳苗族自治县,20.99,98.0,978.1,18.6,46.7858,train
664,57760,2025-06-03 00:00:00,27.7,111.44,249.2,娄底市,冷水江,冷水江市,22.43,96.0,979.9,20.0,48.2124,train
665,57762,2025-06-03 00:00:00,27.7,111.7,167.2,娄底市,涟源,涟源市,19.97,86.0,979.9,19.9,46.2,train
666,P4873,2025-06-03 00:00:00,27.7,112.97,74.1,湘潭市,梅林桥,湘潭县,22.94,94.0,997.6,20.7,53.9346,train
667,P4885,2025-06-03 00:00:00,27.71,112.6,132.5,湘潭市,奇才,湘潭县,22.1,94.0,993.4,20.1,50.8714,train
668,P5743,2025-06-03 00:00:00,27.71,113.37,75.0,株洲市,将军,醴陵市,23.01,92.0,998.0,21.1,42.8857,train
669,P4564,2025-06-03 00:00:00,27.72,111.63,185.0,娄底市,芙蓉,涟源市,22.2,95.0,988.7,20.0,44.052,train
671,P4841,2025-06-03 00:00:00,27.72,112.34,57.0,湘潭市,潭市,湘乡市,22.73,92.0,999.9,20.9,49.4635,train
672,P5761,2025-06-03 00:00:00,27.72,113.32,51.0,株洲市,油田,醴陵市,23.84,93.0,1001.9,21.5,43.4497,train
673,P3778,2025-06-03 00:00:00,27.73,110.41,121.0,怀化市,黄溪口,辰溪县,22.51,100.0,992.3,19.4,49.3009,train
674,P4639,2025-06-03 00:00:00,27.73,112.0,151.5,娄底市,市气象局,娄星区,24.61,96.0,991.1,21.5,50.385,train
675,P4879,2025-06-03 00:00:00,27.73,112.72,40.5,湘潭市,石潭,湘潭县,21.99,89.0,1002.5,20.9,44.9409,train
676,P5737,2025-06-03 00:00:00,27.73,113.5,103.0,株洲市,沩山,醴陵市,19.22,75.0,994.8,21.5,29.9715,train
677,P5738,2025-06-03 00:00:00,27.73,113.67,89.6,株洲市,浦口,醴陵市,26.11,100.0,998.2,21.8,46.1944,train
678,P4038,2025-06-03 00:00:00,27.74,110.53,566.3,怀化市,统溪河,溆浦县,21.55,100.0,945.0,18.7,42.9664,train
679,P5739,2025-06-03 00:00:00,27.74,113.05,117.0,株洲市,竹溪,天元区,21.9,92.0,995.1,20.3,49.8097,train
681,P3811,2025-06-03 00:00:00,27.75,110.14,213.0,怀化市,肖家溪,辰溪县,22.1,100.0,988.0,19.1,45.5579,train
682,P4481,2025-06-03 00:00:00,27.75,110.89,851.1,娄底市,大桥,新化县,15.49,77.0,913.8,17.6,34.4068,train
683,57761,2025-06-03 00:00:00,27.75,111.29,215.4,娄底市,新化,新化县,20.36,85.0,984.4,20.4,43.6,train
684,P4627,2025-06-03 00:00:00,27.75,112.02,112.5,娄底市,乐坪,娄星区,21.63,87.0,993.5,21.0,49.2805,train
685,57772,2025-06-03 00:00:00,27.75,112.51,86.9,湘潭市,湘乡,湘乡市,22.55,93.0,998.5,20.6,45.8,train
686,P5736,2025-06-03 00:00:00,27.75,113.27,73.0,株洲市,福生,渌口区,22.66,94.0,1000.1,20.5,51.3606,train
687,P4601,2025-06-03 00:00:00,27.76,111.92,165.0,娄底市,石井,娄星区,23.18,91.0,989.9,21.4,46.2788,train
688,P4839,2025-06-03 00:00:00,27.76,112.47,90.0,湘潭市,泉塘,湘乡市,22.18,92.0,999.5,20.5,42.9861,train
689,P5729,2025-06-03 00:00:00,27.76,113.69,117.8,株洲市,白兔潭,醴陵市,23.9,91.0,992.2,21.9,48.2907,train
691,P5720,2025-06-03 00:00:00,27.77,113.21,71.0,株洲市,董家塅,芦淞区,19.26,77.0,1000.3,21.1,42.5658,train
692,P5733,2025-06-03 00:00:00,27.77,113.32,102.0,株洲市,姚家坝,芦淞区,22.52,94.0,996.7,20.4,50.6983,train
693,P5850,2025-06-03 00:00:00,27.77,113.39,88.0,株洲市,板杉,醴陵市,23.66,94.0,998.2,21.2,51.5538,train
694,P4515,2025-06-03 00:00:00,27.78,111.49,677.0,娄底市,谭家,冷水江市,17.57,80.0,930.6,19.0,35.3794,train
695,P4570,2025-06-03 00:00:00,27.78,111.75,166.0,娄底市,龙塘,涟源市,20.61,85.0,987.7,20.6,48.9128,train
696,P4568,2025-06-03 00:00:00,27.78,111.88,97.0,娄底市,渡头塘,涟源市,21.01,84.0,994.8,21.1,49.8934,train
697,P4602,2025-06-03 00:00:00,27.78,111.96,117.0,娄底市,黄泥塘,娄星区,21.47,88.0,993.2,20.7,48.1025,train
698,P4863,2025-06-03 00:00:00,27.78,112.77,63.0,湘潭市,杨嘉桥,湘潭县,22.45,92.0,1001.8,20.7,48.5167,train
699,P5877,2025-06-03 00:00:00,27.78,113.29,117.0,株洲市,卦石,芦淞区,22.8,94.0,995.1,20.6,51.4066,train
701,P4835,2025-06-03 00:00:00,27.79,112.95,78.0,湘潭市,易俗河,湘潭县,18.46,72.0,1002.1,21.5,37.6379,train
702,P5735,2025-06-03 00:00:00,27.79,113.14,42.0,株洲市,农科所,芦淞区,21.4,84.0,1003.6,21.4,45.2538,train
703,P4834,2025-06-03 00:00:00,27.8,112.6,75.0,湘潭市,韶灌科研所,湘乡市,21.61,88.0,1000.5,20.8,45.3007,train
704,P5726,2025-06-03 00:00:00,27.8,113.16,58.0,株洲市,新谭,芦淞区,21.27,83.0,1003.2,21.5,52.1595,train
705,P5840,2025-06-03 00:00:00,27.8,113.43,83.3,株洲市,枫林,醴陵市,24.31,99.0,996.6,20.8,49.3183,train
706,P4614,2025-06-03 00:00:00,27.81,112.01,146.0,娄底市,花溪谷,娄星区,21.4,91.0,992.4,20.1,45.251,train
707,P4870,2025-06-03 00:00:00,27.81,112.32,90.2,湘潭市,褒忠山,湘乡市,21.27,91.0,997.2,20.0,51.2745,train
708,P5847,2025-06-03 00:00:00,27.81,113.04,57.0,株洲市,新马,天元区,21.89,87.0,1001.9,21.2,46.1737,train
709,P5730,2025-06-03 00:00:00,27.81,113.05,57.0,株洲市,仙岭,天元区,22.4,89.0,1002.3,21.2,48.4071,train
711,P5727,2025-06-03 00:00:00,27.81,113.22,67.0,株洲市,五里墩,芦淞区,22.83,93.0,1001.9,20.8,38.9746,train
712,P4565,2025-06-03 00:00:00,27.82,111.67,350.0,娄底市,安平,涟源市,23.04,98.0,966.5,20.1,53.071,train
713,P4919,2025-06-03 00:00:00,27.82,112.22,228.9,湘潭市,农之源,湘乡市,20.69,88.0,982.1,20.1,44.2215,train
714,P5702,2025-06-03 00:00:00,27.82,113.11,100.0,株洲市,神农湖,天元区,21.26,85.0,997.1,21.1,44.8767,train
715,P5717,2025-06-03 00:00:00,27.82,113.23,76.0,株洲市,白关,芦淞区,22.07,91.0,1001.9,20.6,42.1493,train
716,P1418,2025-06-03 00:00:00,27.83,109.62,448.7,湘西土家族苗族自治州,水打田,凤凰县,19.49,91.0,955.6,18.6,39.0938,train
717,P4831,2025-06-03 00:00:00,27.83,112.94,68.0,湘潭市,锦源广场,岳塘区,20.89,82.0,1000.7,21.4,42.4787,train
718,P4881,2025-06-03 00:00:00,27.83,113.01,25.0,湘潭市,马家河,岳塘区,22.79,90.0,1003.7,21.3,51.8932,train
719,P5723,2025-06-03 00:00:00,27.83,113.35,109.0,株洲市,楠木山,芦淞区,21.13,91.0,996.2,19.9,51.3089,train
721,P4580,2025-06-03 00:00:00,27.84,111.85,134.6,娄底市,桥头河,涟源市,22.76,95.0,993.1,20.4,45.5582,train
722,P4829,2025-06-03 00:00:00,27.84,112.52,120.0,湘潭市,龙洞,湘乡市,20.46,87.0,998.3,20.1,39.6927,train
723,P5731,2025-06-03 00:00:00,27.84,113.17,41.0,株洲市,石子湖,荷塘区,22.18,86.0,1004.0,21.6,41.7177,train
724,P4126,2025-06-03 00:00:00,27.85,110.69,225.2,怀化市,陶金坪,溆浦县,21.82,100.0,982.8,18.9,54.2861,train
725,P4562,2025-06-03 00:00:00,27.85,111.78,141.0,娄底市,迎宾,涟源市,20.5,84.0,989.7,20.7,41.3376,train
726,P4868,2025-06-03 00:00:00,27.85,112.39,102.6,湘潭市,白田,湘乡市,21.93,95.0,997.4,19.8,46.1411,train
727,P5718,2025-06-03 00:00:00,27.85,113.27,45.0,株洲市,大京水库,芦淞区,22.28,93.0,995.1,20.4,51.3173,train
728,P5728,2025-06-03 00:00:00,27.85,113.38,130.0,株洲市,老鸦坡水库,醴陵市,20.47,86.0,992.1,20.3,33.3876,train
729,57743,2025-06-03 00:00:00,27.86,109.81,176.8,怀化市,麻阳国家基本观测站,麻阳苗族自治县,21.61,96.0,986.8,19.4,48.1,train
731,P4864,2025-06-03 00:00:00,27.86,112.9,30.0,湘潭市,白石公园,雨湖区,22.04,86.0,1004.0,21.5,41.8944,train
732,P5708,2025-06-03 00:00:00,27.86,113.23,116.0,株洲市,金山,荷塘区,21.5,92.0,995.2,20.0,51.5354,train
733,P4201,2025-06-03 00:00:00,27.87,110.01,207.8,怀化市,黄桑乡军田,麻阳苗族自治县,19.08,88.0,979.6,18.8,34.374,train
734,P4080,2025-06-03 00:00:00,27.87,110.09,163.0,怀化市,红敏,辰溪县,22.1,100.0,991.0,19.1,46.3179,train
735,57780,2025-06-03 00:00:00,27.87,113.17,74.6,株洲市,株洲,荷塘区,25.48,100.0,999.6,21.4,52.9195,train
736,P5724,2025-06-03 00:00:00,27.87,113.62,180.0,株洲市,洪源,醴陵市,21.26,85.0,987.7,21.1,41.5784,train
737,P1359,2025-06-03 00:00:00,27.88,109.45,427.3,湘西土家族苗族自治州,新场中学,凤凰县,21.3,97.0,960.9,19.0,35.6486,train
738,P3763,2025-06-03 00:00:00,27.88,109.7,179.8,怀化市,岩门镇黄土溪,麻阳苗族自治县,22.37,100.0,985.8,19.3,46.8247,train
739,P4123,2025-06-03 00:00:00,27.88,110.4,146.1,怀化市,大江口,溆浦县,21.33,93.0,992.7,19.7,49.8775,train
741,P4446,2025-06-03 00:00:00,27.88,111.37,279.4,娄底市,水竹,新化县,21.12,95.0,976.4,19.2,47.3888,train
742,P4563,2025-06-03 00:00:00,27.88,111.65,613.5,娄底市,古塘,涟源市,18.08,86.0,940.7,18.3,38.4645,train
743,57773,2025-06-03 00:00:00,27.88,112.83,63.8,湘潭市,湘潭观测站,雨湖区,22.26,89.0,1000.9,21.1,45.729,train
744,P5709,2025-06-03 00:00:00,27.88,113.07,49.0,株洲市,清水塘,石峰区,21.85,89.0,1003.0,20.8,44.01,train
745,P5732,2025-06-03 00:00:00,27.88,113.12,100.0,株洲市,先锋,石峰区,21.61,88.0,998.0,20.8,48.5252,train
746,P5722,2025-06-03 00:00:00,27.88,113.43,123.5,株洲市,官庄水库,醴陵市,23.81,100.0,993.5,20.3,49.8898,train
747,P5745,2025-06-03 00:00:00,27.88,113.49,122.8,株洲市,桃花,醴陵市,21.63,92.0,992.6,20.1,50.4823,train
748,P1367,2025-06-03 00:00:00,27.89,109.55,398.9,湘西土家族苗族自治州,林峰,凤凰县,17.02,82.0,962.3,18.1,29.1241,train
749,P4116,2025-06-03 00:00:00,27.89,109.64,220.1,怀化市,石羊哨,麻阳苗族自治县,21.82,100.0,984.5,18.9,46.0368,train
751,P4404,2025-06-03 00:00:00,27.89,111.52,442.0,娄底市,华新,新化县,20.26,97.0,958.3,18.2,39.2374,train
752,P4821,2025-06-03 00:00:00,27.89,112.53,69.9,湘潭市,高铁南站,韶山市,20.86,86.0,997.7,20.6,30.1444,train
753,57771,2025-06-03 00:00:00,27.89,112.59,127.6,湘潭市,韶山,韶山市,23.38,97.0,993.5,20.5,45.2854,train
